gauge,amount,symbol,token_price_current,usd,score_current,token_current,token_name_current,per,transaction_hash_current,block_hash_current,block_number_current,amount_last,token_price_last,usd_last,score_last,token_last,token_name_last,per_vote_last,transaction_hash_last,block_hash_last,block_number_last,chng,forecast,per_current
mkUSD+FRAXBP (0x0CFe…),"1,920",PRISMA,1.26,2419.2,271765.5308655648,0xdA47862a83dac0c112BA89c6abC2159b95afd71C,Prisma Governance Token,0.0089,0x14d3c4f79c0ac9c6d2145312c4fb8a16a9761eeeaf020c62a5eb1794ad948c77,0x41c841f3b8a9e599f9002e319cb6d8c8bafdbceaa16fc5204f60213411351c3b,18758929.0,"1,920",1.26,2419.2,57528.38525273648,0xdA47862a83dac0c112BA89c6abC2159b95afd71C,Prisma Governance Token,0.0421,0x14d3c4f79c0ac9c6d2145312c4fb8a16a9761eeeaf020c62a5eb1794ad948c77,0x41c841f3b8a9e599f9002e319cb6d8c8bafdbceaa16fc5204f60213411351c3b,18758929.0,0.0,2419.2,
ETH+OETH (0x94B1…),"2,400,000",OGV,0.00998275,23958.6,7083243.136906068,0x9c354503C38481a7A7a51629142963F98eCC12D0,Origin DeFi Governance,0.0034,0x6e9b10c97a08dbbbd4166a003c132eb03cf318b9a8458aa3d1222ffe639e6558,0xfb241649c6b43e0a9074033fdc9bcf18f4833eb2ffc29da2e4e06df3a5ade505,18935880.0,"2,400,000",0.00998275,23958.6,647082.6246247563,0x9c354503C38481a7A7a51629142963F98eCC12D0,Origin DeFi Governance,0.0370,0x6e9b10c97a08dbbbd4166a003c132eb03cf318b9a8458aa3d1222ffe639e6558,0xfb241649c6b43e0a9074033fdc9bcf18f4833eb2ffc29da2e4e06df3a5ade505,18935880.0,0.0,23958.6,
ETH+CNC (0x838a…),"4,874",CNC,2.24,10917.415384615386,2491433.795965761,0x9aE380F0272E2162340a5bB646c354271c0F5cFC,Conic Finance Token,0.0044,0xf71e1b44c82a9bd487317d1752aac09b22165e634cc56c9d719b3e44960e857c,0x0b7f84e24582774a346f55be951dd532a69a919823f47cbaf9735acd7aeaeaba,18950265.0,"4,874",2.24,10917.415384615386,266754.81712454616,0x9aE380F0272E2162340a5bB646c354271c0F5cFC,Conic Finance Token,0.0409,0xf71e1b44c82a9bd487317d1752aac09b22165e634cc56c9d719b3e44960e857c,0x0b7f84e24582774a346f55be951dd532a69a919823f47cbaf9735acd7aeaeaba,18950265.0,0.0,10917.415384615386,
PYUSD+USDC (0x383E…),0,PYUSD,1.001,1.0562680128e-07,18948876.43066707,0x6c3ea9036406852006290770BEdFcAbA0e23A0e8,PayPal USD,0.0000,0x02466394b08e789ce9ffca3bb78997ac2ac6e74c9c1668f9c88d66a27c6f4ff0,0x4eb1e8674c064813ac1f0d0b5a5fa54e28550b377a5bd97864a9b317dc0ff9fe,19042518.0,nan,,,,,,nan,,,,nan,1.0562680128e-07,
msUSD+FRAXBP (0xc3b1…),"21,120",MET,0.913307,19289.04384,2.64883631818431,0x2Ebd53d035150f328bd754D6DC66B99B0eDB89aa,Metronome2,7282.0822,0x27a295b457b13cc00cb734d5327b50088e514ae9fc23d52a492832767edbc54a,0x7b10b1babf50550085783ca4197fb894a72b28a426a6ab7710a5db7830387730,19043643.0,"21,120",0.888837,18772.23744,248882.73897238867,0x2Ebd53d035150f328bd754D6DC66B99B0eDB89aa,Metronome2,0.0754,0x141196048e656de9a690bfc4a8e74cb5f5e6ed575dc1999950837063eaad5dcc,0x853a61e188d7e1668219bf9fbfa41282448a2c9878590199908c6342bce8c270,18951608.0,2.8,19289.04384,
msETH+WETH (0xa4c5…),"15,360",MET,0.913307,14028.39552,2.64883631818431,0x2Ebd53d035150f328bd754D6DC66B99B0eDB89aa,Metronome2,5296.0598,0x27a295b457b13cc00cb734d5327b50088e514ae9fc23d52a492832767edbc54a,0x7b10b1babf50550085783ca4197fb894a72b28a426a6ab7710a5db7830387730,19043643.0,"15,360",0.888837,13652.53632,355485.6850103129,0x2Ebd53d035150f328bd754D6DC66B99B0eDB89aa,Metronome2,0.0384,0x141196048e656de9a690bfc4a8e74cb5f5e6ed575dc1999950837063eaad5dcc,0x853a61e188d7e1668219bf9fbfa41282448a2c9878590199908c6342bce8c270,18951608.0,2.8,14028.39552,
alUSD+FRAXBP (0xB30d…),nan,ALCX,,,,,,nan,,,,"5,760",21.13,121708.8,2385483.1788777425,0xdBdb4d16EdA451D0503b854CF79D55697F90c8DF,Alchemix,0.0510,0x013af1a5443ed63553230361631935e0e7feb5bd6b32de9ed8e3a0d8b5855e7b,0xc78a7185740cb47dcd13bb6dd0ba03dbb8241449a03c3908b6d459f1dad4d789,18842259.0,nan,123049.07468973502,
alUSD+3Crv (0x43b4…),nan,ALCX,,,,,,nan,,,,480,21.13,10142.4,334283.9216441193,0xdBdb4d16EdA451D0503b854CF79D55697F90c8DF,Alchemix,0.0303,0x013af1a5443ed63553230361631935e0e7feb5bd6b32de9ed8e3a0d8b5855e7b,0xc78a7185740cb47dcd13bb6dd0ba03dbb8241449a03c3908b6d459f1dad4d789,18842259.0,nan,10254.089557477917,
WETH+CVX (0xB576…),nan,CVX,,,,,,nan,,,,"19,007",3.2,60822.52799999999,1531602.7377403898,0x4e3FBD56CD56c3e72c1403e103b45Db9da5B9D2B,Convex Token,0.0397,0x9884369270bc4af1123378815dd191b88a7fa4f74b0a46d9fa4470b9df3b3d0b,0x9a5697b3fd09d44365e7362caf3f0f315b10e1b437efde0aaf582e4f3f330320,18931812.0,nan,61492.314365851096,
CVX+FRAXBP (0xBEc5…),nan,CVX,,,,,,nan,,,,"1,010",3.2,3231.744,41681.366040222,0x4e3FBD56CD56c3e72c1403e103b45Db9da5B9D2B,Convex Token,0.0775,0x9884369270bc4af1123378815dd191b88a7fa4f74b0a46d9fa4470b9df3b3d0b,0x9a5697b3fd09d44365e7362caf3f0f315b10e1b437efde0aaf582e4f3f330320,18931812.0,nan,3267.3324265303986,
frxETH+CVX (0x47D5…),nan,CVX,,,,,,nan,,,,"5,207",3.2,16662.528000000002,208011.31060065812,0x4e3FBD56CD56c3e72c1403e103b45Db9da5B9D2B,Convex Token,0.0801,0x9884369270bc4af1123378815dd191b88a7fa4f74b0a46d9fa4470b9df3b3d0b,0x9a5697b3fd09d44365e7362caf3f0f315b10e1b437efde0aaf582e4f3f330320,18931812.0,nan,16846.018138308824,
CRV+cvxCRV (0x971a…),nan,CVX,,,,,,nan,,,,"76,108",3.2,243545.08800000005,7040654.86572113,0x4e3FBD56CD56c3e72c1403e103b45Db9da5B9D2B,Convex Token,0.0346,0x9884369270bc4af1123378815dd191b88a7fa4f74b0a46d9fa4470b9df3b3d0b,0x9a5697b3fd09d44365e7362caf3f0f315b10e1b437efde0aaf582e4f3f330320,18931812.0,nan,246227.04129553566,
cvxCRV+FRAXBP (0x31c3…),nan,CVX,,,,,,nan,,,,390,3.2,1247.232,17237.426194376534,0x4e3FBD56CD56c3e72c1403e103b45Db9da5B9D2B,Convex Token,0.0724,0x9884369270bc4af1123378815dd191b88a7fa4f74b0a46d9fa4470b9df3b3d0b,0x9a5697b3fd09d44365e7362caf3f0f315b10e1b437efde0aaf582e4f3f330320,18931812.0,nan,1260.9666969309333,
FXS+cvxFXS (0x6a90…),nan,CVX,,,,,,nan,,,,"26,231",3.2,83939.32800000001,2246608.4674652736,0x4e3FBD56CD56c3e72c1403e103b45Db9da5B9D2B,Convex Token,0.0374,0x9884369270bc4af1123378815dd191b88a7fa4f74b0a46d9fa4470b9df3b3d0b,0x9a5697b3fd09d44365e7362caf3f0f315b10e1b437efde0aaf582e4f3f330320,18931812.0,nan,84863.67986931237,
cvxFXS+FRAXBP (0x21d1…),nan,CVX,,,,,,nan,,,,265,3.2,847.872,12928.997163692562,0x4e3FBD56CD56c3e72c1403e103b45Db9da5B9D2B,Convex Token,0.0656,0x9884369270bc4af1123378815dd191b88a7fa4f74b0a46d9fa4470b9df3b3d0b,0x9a5697b3fd09d44365e7362caf3f0f315b10e1b437efde0aaf582e4f3f330320,18931812.0,nan,857.2088875688117,
FPIS+cvxFPIS (0xfBB4…),nan,CVX,,,,,,nan,,,,"1,323",3.2,4233.216,126715.48563055709,0x4e3FBD56CD56c3e72c1403e103b45Db9da5B9D2B,Convex Token,0.0334,0x9884369270bc4af1123378815dd191b88a7fa4f74b0a46d9fa4470b9df3b3d0b,0x9a5697b3fd09d44365e7362caf3f0f315b10e1b437efde0aaf582e4f3f330320,18931812.0,nan,4279.832779238488,
FXN+cvxFXN (0x1062…),nan,CVX,,,,,,nan,,,,"2,797",3.2,8951.808,223852.023852444,0x4e3FBD56CD56c3e72c1403e103b45Db9da5B9D2B,Convex Token,0.0400,0x9884369270bc4af1123378815dd191b88a7fa4f74b0a46d9fa4470b9df3b3d0b,0x9a5697b3fd09d44365e7362caf3f0f315b10e1b437efde0aaf582e4f3f330320,18931812.0,nan,9050.386588317093,
PRISMA+cvxPrisma (0x3b21…),nan,CVX,,,,,,nan,,,,"1,615",3.2,5167.104,131160.153924684,0x4e3FBD56CD56c3e72c1403e103b45Db9da5B9D2B,Convex Token,0.0394,0x9884369270bc4af1123378815dd191b88a7fa4f74b0a46d9fa4470b9df3b3d0b,0x9a5697b3fd09d44365e7362caf3f0f315b10e1b437efde0aaf582e4f3f330320,18931812.0,nan,5224.004887285296,
alETH+frxETH (0xB657…),nan,ALCX,,,,,,nan,,,,"2,688",28.63,76957.44,947203.746357065,0xdBdb4d16EdA451D0503b854CF79D55697F90c8DF,Alchemix,0.0812,0xb3463763d44c3dedd21a781dbcd7eda2fd2026cc34654dbfd66b1fc081d1d163,0x0c8397e6d3c2b1a282e1fc493506f70f1278f4aca46499921480a053d038931d,18933325.0,nan,77804.90632140651,
alETH+WETH (0x8eFD…),nan,ALCX,,,,,,nan,,,,384,28.63,10993.92,267161.8067670704,0xdBdb4d16EdA451D0503b854CF79D55697F90c8DF,Alchemix,0.0412,0xb3463763d44c3dedd21a781dbcd7eda2fd2026cc34654dbfd66b1fc081d1d163,0x0c8397e6d3c2b1a282e1fc493506f70f1278f4aca46499921480a053d038931d,18933325.0,nan,11114.986617343788,
crvUSD+frxETH+SDT (0x9543…),nan,sdFXS,,,,,,nan,,,,287,7.560341993243336,2170.120565740567,25444.636909102603,0x402F878BDd1f5C66FdAF0fabaBcF74741B68ac36,Stake DAO FXS,0.0853,0x5cfc6b62004a03a5f0d20e36d9b672ae2f2df2dae6704044afe143d60c74a923,0x90a9eb5545e07c6bd7140c7a40cd8a70e73787b49d4011655bff090f79527b5f,18940423.0,nan,2194.0182433771515,
FRAX+USDC (0xDcEF…),nan,FXS,,,,,,nan,,,,"1,117",8.02,8961.8688,222457.75336649577,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,Frax Share,0.0403,0x355e18c1e994c092ebeb424fccd4b07fbbf55d80b42f2bd88d8364b9310078db,0x15d3d46ce66b29b450c6291313c93cab725dd93763a5a31af650d16250c2cf18,18951144.0,nan,9060.558179283715,
FRAX+PYUSD (0xA558…),nan,FXS,,,,,,nan,,,,"19,674",8.02,157787.40480000002,6702129.888284876,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,Frax Share,0.0235,0x355e18c1e994c092ebeb424fccd4b07fbbf55d80b42f2bd88d8364b9310078db,0x15d3d46ce66b29b450c6291313c93cab725dd93763a5a31af650d16250c2cf18,18951144.0,nan,159524.98223903822,
FRAX+sDAI (0xcE64…),nan,FXS,,,,,,nan,,,,"19,406",8.02,155639.32799999998,6131351.561657578,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,Frax Share,0.0254,0x355e18c1e994c092ebeb424fccd4b07fbbf55d80b42f2bd88d8364b9310078db,0x15d3d46ce66b29b450c6291313c93cab725dd93763a5a31af650d16250c2cf18,18951144.0,nan,157353.25051049853,
FRAX+crvUSD (0x0CD6…),nan,FXS,,,,,,nan,,,,"1,474",8.02,11818.272,304467.01956353046,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,Frax Share,0.0388,0x355e18c1e994c092ebeb424fccd4b07fbbf55d80b42f2bd88d8364b9310078db,0x15d3d46ce66b29b450c6291313c93cab725dd93763a5a31af650d16250c2cf18,18951144.0,nan,11948.416499313147,
FRAX+FPI (0xf861…),nan,FXS,,,,,,nan,,,,"3,002",8.02,24075.3984,612550.2042455081,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,Frax Share,0.0393,0x355e18c1e994c092ebeb424fccd4b07fbbf55d80b42f2bd88d8364b9310078db,0x15d3d46ce66b29b450c6291313c93cab725dd93763a5a31af650d16250c2cf18,18951144.0,nan,24340.52012596235,
alUSD+FRAXBP (0xB30d…),nan,FXS,,,,,,nan,,,,871,8.03,6990.7190868584685,2385483.1788777425,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,Frax Share,0.0029,0x9e22f8b7d374dd3efed8894d72c56c8c3218c0455a4a8d3e00454fded11d036c,0x14b6d139f8ab59ec2ad747e8ebee3227de963cd057b7f09489a70656e4b4a969,18951237.0,nan,7067.701883954191,
eUSD+FRAXBP (0xAEda…),nan,FXS,,,,,,nan,,,,258,8.03,2073.8752693193715,943952.2370408396,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,Frax Share,0.0022,0x9e22f8b7d374dd3efed8894d72c56c8c3218c0455a4a8d3e00454fded11d036c,0x14b6d139f8ab59ec2ad747e8ebee3227de963cd057b7f09489a70656e4b4a969,18951237.0,nan,2096.7130800046803,
ZUSD+FRAXBP (0x400d…),nan,FXS,,,,,,nan,,,,27,8.03,220.54113356936736,5438.164860812508,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,Frax Share,0.0406,0x9e22f8b7d374dd3efed8894d72c56c8c3218c0455a4a8d3e00454fded11d036c,0x14b6d139f8ab59ec2ad747e8ebee3227de963cd057b7f09489a70656e4b4a969,18951237.0,nan,222.96976403296975,
DOLA+FRAXBP (0xE571…),nan,FXS,,,,,,nan,,,,274,8.03,2201.366998042169,26622.01698293049,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,Frax Share,0.0827,0x9e22f8b7d374dd3efed8894d72c56c8c3218c0455a4a8d3e00454fded11d036c,0x14b6d139f8ab59ec2ad747e8ebee3227de963cd057b7f09489a70656e4b4a969,18951237.0,nan,2225.6087658543065,
STG+FRAXBP (0x867f…),nan,FXS,,,,,,nan,,,,107,8.03,860.48247376409,21486.591463942885,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,Frax Share,0.0400,0x9e22f8b7d374dd3efed8894d72c56c8c3218c0455a4a8d3e00454fded11d036c,0x14b6d139f8ab59ec2ad747e8ebee3227de963cd057b7f09489a70656e4b4a969,18951237.0,nan,869.9582296711943,
COIL+FRAXBP (0xAF42…),nan,FXS,,,,,,nan,,,,63,8.03,508.82616899681705,11682.596325586055,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,Frax Share,0.0436,0x9e22f8b7d374dd3efed8894d72c56c8c3218c0455a4a8d3e00454fded11d036c,0x14b6d139f8ab59ec2ad747e8ebee3227de963cd057b7f09489a70656e4b4a969,18951237.0,nan,514.4294354474046,
cvxFXS+FRAXBP (0x21d1…),nan,FXS,,,,,,nan,,,,41,8.03,325.6110509135789,12928.997163692562,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,Frax Share,0.0252,0x9e22f8b7d374dd3efed8894d72c56c8c3218c0455a4a8d3e00454fded11d036c,0x14b6d139f8ab59ec2ad747e8ebee3227de963cd057b7f09489a70656e4b4a969,18951237.0,nan,329.1967263145153,
msUSD+FRAXBP (0xc3b1…),nan,FXS,,,,,,nan,,,,48,8.03,381.44880482487,248882.73897238867,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,Frax Share,0.0015,0x9e22f8b7d374dd3efed8894d72c56c8c3218c0455a4a8d3e00454fded11d036c,0x14b6d139f8ab59ec2ad747e8ebee3227de963cd057b7f09489a70656e4b4a969,18951237.0,nan,385.6493735473982,
clevUSD+FRAXBP (0x84C3…),nan,FXS,,,,,,nan,,,,25,8.03,203.36266536483967,3690.63368817931,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,Frax Share,0.0551,0x9e22f8b7d374dd3efed8894d72c56c8c3218c0455a4a8d3e00454fded11d036c,0x14b6d139f8ab59ec2ad747e8ebee3227de963cd057b7f09489a70656e4b4a969,18951237.0,nan,205.60212408290727,
cvxCRV+FRAXBP (0x31c3…),nan,FXS,,,,,,nan,,,,23,8.03,185.2199549062973,17237.426194376534,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,Frax Share,0.0107,0x9e22f8b7d374dd3efed8894d72c56c8c3218c0455a4a8d3e00454fded11d036c,0x14b6d139f8ab59ec2ad747e8ebee3227de963cd057b7f09489a70656e4b4a969,18951237.0,nan,187.25962350540246,
CVX+FRAXBP (0xBEc5…),nan,FXS,,,,,,nan,,,,30,8.03,243.6835300310885,41681.366040222,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,Frax Share,0.0058,0x9e22f8b7d374dd3efed8894d72c56c8c3218c0455a4a8d3e00454fded11d036c,0x14b6d139f8ab59ec2ad747e8ebee3227de963cd057b7f09489a70656e4b4a969,18951237.0,nan,246.3670078700447,
SDT+FRAXBP (0x3e3C…),nan,FXS,,,,,,nan,,,,1,8.03,9.87045655709282,2.687555346536809,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,Frax Share,3.6727,0x9e22f8b7d374dd3efed8894d72c56c8c3218c0455a4a8d3e00454fded11d036c,0x14b6d139f8ab59ec2ad747e8ebee3227de963cd057b7f09489a70656e4b4a969,18951237.0,nan,9.97915143453472,
TUSD+FRAXBP (0x33ba…),nan,FXS,,,,,,nan,,,,13,8.03,105.71337395080418,9490.61959459188,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,Frax Share,0.0111,0x9e22f8b7d374dd3efed8894d72c56c8c3218c0455a4a8d3e00454fded11d036c,0x14b6d139f8ab59ec2ad747e8ebee3227de963cd057b7f09489a70656e4b4a969,18951237.0,nan,106.87750472419735,
mkUSD+FRAXBP (0x0CFe…),nan,FXS,,,,,,nan,,,,337,8.03,2702.9980570415987,57528.38525273648,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,Frax Share,0.0470,0x9e22f8b7d374dd3efed8894d72c56c8c3218c0455a4a8d3e00454fded11d036c,0x14b6d139f8ab59ec2ad747e8ebee3227de963cd057b7f09489a70656e4b4a969,18951237.0,nan,2732.763857725327,
fETH+FRAXBP (0x5f5F…),nan,FXS,,,,,,nan,,,,1,8.03,5.994948498249934,109170.41866711817,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,Frax Share,0.0001,0x9e22f8b7d374dd3efed8894d72c56c8c3218c0455a4a8d3e00454fded11d036c,0x14b6d139f8ab59ec2ad747e8ebee3227de963cd057b7f09489a70656e4b4a969,18951237.0,nan,6.060965727394164,
PYUSD+FRAXBP (0x61fA…),nan,FXS,,,,,,nan,,,,23,8.03,183.2173248286998,2821.209533574652,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,Frax Share,0.0649,0x9e22f8b7d374dd3efed8894d72c56c8c3218c0455a4a8d3e00454fded11d036c,0x14b6d139f8ab59ec2ad747e8ebee3227de963cd057b7f09489a70656e4b4a969,18951237.0,nan,185.2349401793471,
PYUSD+FRAXBP (0x61fA…),nan,FXS,,,,,,nan,,,,7,7.99,53.916387070315,2821.209533574652,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,Frax Share,0.0191,0x4e6444749109484c74817bf973beb7cc7e5fa91c963b951fe28b648045fca91d,0x2dbc11cdba1f75aab7b45404f355a31712b33fc9b1557f0a6147990cfb8281aa,18951280.0,nan,,
FRAX+tBTC+frxETH (0x4D19…),nan,FXS,,,,,,nan,,,,7,8.01,53.1603567273254,1.3437776732684046,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,Frax Share,39.5604,0x3846efc814e3c63e2cc23f42c35e63aa16ee4b0d6ee87a938df69fb39ee8f1ae,0x6e82f5e610b330ad8098c59a3f8fa5b72f012ad08d29723870aea51b097a5eb1,18951364.0,nan,53.745766168704485,
FRAX+tBTC+frxETH (0x4D19…),nan,FXS,,,,,,nan,,,,13,7.408400712906292,95.22180449051125,1.3437776732684046,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,Frax Share,70.8613,0x6823a9feeb839e8f4d9d5e3ec49e617a1dd3b5cb7fd54a27a5dfde3e2ff4613e,0x51ba2a932cc725b6b789b4100ae2bdbf2c566cac217a5ccb881cee4f3fca1f3c,18959426.0,nan,,
ETH+frxETH (0xa1F8…),nan,CRV,,,,,,nan,,,,"26,889",0.5309028960528399,14275.256846922235,63003.6048580562,0xD533a949740bb3306d119CC777fa900bA034cd52,Curve DAO Token,0.2266,0x811cf89a0a3f2ba27449909cdd68e01e162292e746e99ba68d07c39931862203,0xd5fc84bb40b38906002a43aa12272aae7364c30bf04e3ceae51e00b34b883001,18957176.0,nan,14432.458014310265,
stETH+frxETH (0x4d9f…),nan,CRV,,,,,,nan,,,,"78,282",0.5309028960528399,41560.26792550347,219471.54327035745,0xD533a949740bb3306d119CC777fa900bA034cd52,Curve DAO Token,0.1894,0x811cf89a0a3f2ba27449909cdd68e01e162292e746e99ba68d07c39931862203,0xd5fc84bb40b38906002a43aa12272aae7364c30bf04e3ceae51e00b34b883001,18957176.0,nan,42017.93553211168,
WETH+frxETH (0x9c3B…),nan,FXS,,,,,,nan,,,,"14,900",7.84533194779113,116896.70127519948,730784.9392795296,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,Frax Share,0.1600,0x811cf89a0a3f2ba27449909cdd68e01e162292e746e99ba68d07c39931862203,0xd5fc84bb40b38906002a43aa12272aae7364c30bf04e3ceae51e00b34b883001,18957176.0,nan,118183.98444644645,
frxETH+CVX (0x47D5…),nan,FXS,,,,,,nan,,,,408,7.408400712906292,3023.550495052232,208011.31060065812,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,Frax Share,0.0145,0x6823a9feeb839e8f4d9d5e3ec49e617a1dd3b5cb7fd54a27a5dfde3e2ff4613e,0x51ba2a932cc725b6b789b4100ae2bdbf2c566cac217a5ccb881cee4f3fca1f3c,18959426.0,nan,3056.846264969068,
sETH+frxETH (0x663a…),nan,FXS,,,,,,nan,,,,55,7.408400712906292,403.9331076200692,0.0,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,Frax Share,0.0000,0x6823a9feeb839e8f4d9d5e3ec49e617a1dd3b5cb7fd54a27a5dfde3e2ff4613e,0x51ba2a932cc725b6b789b4100ae2bdbf2c566cac217a5ccb881cee4f3fca1f3c,18959426.0,nan,408.3812766964974,
rETH+frxETH (0xe7c6…),nan,FXS,,,,,,nan,,,,103,7.408400712906292,760.0228908513965,0.0,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,Frax Share,0.0000,0x6823a9feeb839e8f4d9d5e3ec49e617a1dd3b5cb7fd54a27a5dfde3e2ff4613e,0x51ba2a932cc725b6b789b4100ae2bdbf2c566cac217a5ccb881cee4f3fca1f3c,18959426.0,nan,768.3923714824384,
cbETH+frxETH (0x7306…),nan,FXS,,,,,,nan,,,,56,7.408400712906292,417.2627442490689,1773.0733792613726,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,Frax Share,0.2353,0x6823a9feeb839e8f4d9d5e3ec49e617a1dd3b5cb7fd54a27a5dfde3e2ff4613e,0x51ba2a932cc725b6b789b4100ae2bdbf2c566cac217a5ccb881cee4f3fca1f3c,18959426.0,nan,421.85770118797876,
ankrETH+frxETH (0x41eA…),nan,FXS,,,,,,nan,,,,65,7.408400712906292,483.9115785472439,0.0,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,Frax Share,0.0000,0x6823a9feeb839e8f4d9d5e3ec49e617a1dd3b5cb7fd54a27a5dfde3e2ff4613e,0x51ba2a932cc725b6b789b4100ae2bdbf2c566cac217a5ccb881cee4f3fca1f3c,18959426.0,nan,489.24048196915413,
msETH+frxETH (0x2d60…),nan,FXS,,,,,,nan,,,,177,7.408400712906292,1314.7088231504956,0.0,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,Frax Share,0.0000,0x6823a9feeb839e8f4d9d5e3ec49e617a1dd3b5cb7fd54a27a5dfde3e2ff4613e,0x51ba2a932cc725b6b789b4100ae2bdbf2c566cac217a5ccb881cee4f3fca1f3c,18959426.0,nan,1329.186584495936,
crvUSD+frxETH+SDT (0x9543…),nan,FXS,,,,,,nan,,,,82,7.408400712906292,607.1616712266748,25444.636909102603,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,Frax Share,0.0239,0x6823a9feeb839e8f4d9d5e3ec49e617a1dd3b5cb7fd54a27a5dfde3e2ff4613e,0x51ba2a932cc725b6b789b4100ae2bdbf2c566cac217a5ccb881cee4f3fca1f3c,18959426.0,nan,613.8478222734547,
alETH+frxETH (0xB657…),nan,FXS,,,,,,nan,,,,751,7.408400712906292,5560.0113384622655,947203.746357065,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,Frax Share,0.0059,0x6823a9feeb839e8f4d9d5e3ec49e617a1dd3b5cb7fd54a27a5dfde3e2ff4613e,0x51ba2a932cc725b6b789b4100ae2bdbf2c566cac217a5ccb881cee4f3fca1f3c,18959426.0,nan,5621.23897747917,
CVX+clevCVX (0xF907…),nan,CVX,,,,,,nan,,,,"1,920",2.9,5568.0,0.0,0x4e3FBD56CD56c3e72c1403e103b45Db9da5B9D2B,Convex Token,0.0000,0x0ffdce452eb10dbab89dc3b51a121664573f1dbf43b49a0033e17606af32da28,0x157414e488c3b37c7b88bf08549308828a9c3e312a8eede8bfb206eac3c15464,18960274.0,nan,5629.315611298809,
ETH+FXN (0xC15F…),nan,xETH,,,,,,nan,,,,"3,840",1.23,4723.2,10721.439246037078,0xe063F04f280c60aECa68b38341C2eEcBeC703ae2,Leveraged ETH,0.4405,0xf4e6d09891e2de5c5a356c18265cf6dbb8563cddb571a21f68d7bcb950b2824b,0xe06583141e1c6c8b79ef76628bf1c760fabce719dc5d40bedd1390cfc8d7663d,18961897.0,nan,4775.212553032783,
