gauge,amount,symbol,token_price_current,usd,score_current,token_current,token_name_current,per,transaction_hash_current,block_hash_current,block_number_current,amount_last,token_price_last,usd_last,score_last,token_last,token_name_last,per_vote_last,transaction_hash_last,block_hash_last,block_number_last,chng,forecast,per_current
mkUSD+FRAXBP (0x0CFe…),"1,920",PRISMA,1.26,2419.2,41822.27923381099,0xdA47862a83dac0c112BA89c6abC2159b95afd71C,Prisma Governance Token,0.0578,0x14d3c4f79c0ac9c6d2145312c4fb8a16a9761eeeaf020c62a5eb1794ad948c77,0x41c841f3b8a9e599f9002e319cb6d8c8bafdbceaa16fc5204f60213411351c3b,18758929.0,"1,920",1.26,2419.2,57528.38525273648,0xdA47862a83dac0c112BA89c6abC2159b95afd71C,Prisma Governance Token,0.0421,0x14d3c4f79c0ac9c6d2145312c4fb8a16a9761eeeaf020c62a5eb1794ad948c77,0x41c841f3b8a9e599f9002e319cb6d8c8bafdbceaa16fc5204f60213411351c3b,18758929.0,0.0,2419.2,
ETH+OETH (0x94B1…),"2,400,000",OGV,0.00998275,23958.6,1076311.5948715515,0x9c354503C38481a7A7a51629142963F98eCC12D0,Origin DeFi Governance,0.0223,0x6e9b10c97a08dbbbd4166a003c132eb03cf318b9a8458aa3d1222ffe639e6558,0xfb241649c6b43e0a9074033fdc9bcf18f4833eb2ffc29da2e4e06df3a5ade505,18935880.0,"2,400,000",0.00998275,23958.6,647082.6246247563,0x9c354503C38481a7A7a51629142963F98eCC12D0,Origin DeFi Governance,0.0370,0x6e9b10c97a08dbbbd4166a003c132eb03cf318b9a8458aa3d1222ffe639e6558,0xfb241649c6b43e0a9074033fdc9bcf18f4833eb2ffc29da2e4e06df3a5ade505,18935880.0,0.0,23958.6,
ETH+CNC (0x838a…),"4,874",CNC,2.24,10917.415384615386,304059.88608472433,0x9aE380F0272E2162340a5bB646c354271c0F5cFC,Conic Finance Token,0.0359,0xf71e1b44c82a9bd487317d1752aac09b22165e634cc56c9d719b3e44960e857c,0x0b7f84e24582774a346f55be951dd532a69a919823f47cbaf9735acd7aeaeaba,18950265.0,"4,874",2.24,10917.415384615386,266754.81712454616,0x9aE380F0272E2162340a5bB646c354271c0F5cFC,Conic Finance Token,0.0409,0xf71e1b44c82a9bd487317d1752aac09b22165e634cc56c9d719b3e44960e857c,0x0b7f84e24582774a346f55be951dd532a69a919823f47cbaf9735acd7aeaeaba,18950265.0,0.0,10917.415384615386,
PYUSD+USDC (0x383E…),"105,521",PYUSD,1.0006258887425947,105587.32458125618,2266582.6471316274,0x6c3ea9036406852006290770BEdFcAbA0e23A0e8,PayPal USD,0.0466,0x02466394b08e789ce9ffca3bb78997ac2ac6e74c9c1668f9c88d66a27c6f4ff0,0x4eb1e8674c064813ac1f0d0b5a5fa54e28550b377a5bd97864a9b317dc0ff9fe,19042518.0,nan,,,,,,nan,,,,nan,105587.32458125618,
msUSD+FRAXBP (0xc3b1…),"21,120",MET,0.913307,19289.04384,214242.9170509874,0x2Ebd53d035150f328bd754D6DC66B99B0eDB89aa,Metronome2,0.0900,0x27a295b457b13cc00cb734d5327b50088e514ae9fc23d52a492832767edbc54a,0x7b10b1babf50550085783ca4197fb894a72b28a426a6ab7710a5db7830387730,19043643.0,"21,120",0.888837,18772.23744,248882.73897238867,0x2Ebd53d035150f328bd754D6DC66B99B0eDB89aa,Metronome2,0.0754,0x141196048e656de9a690bfc4a8e74cb5f5e6ed575dc1999950837063eaad5dcc,0x853a61e188d7e1668219bf9fbfa41282448a2c9878590199908c6342bce8c270,18951608.0,2.8,19289.04384,
msETH+WETH (0xa4c5…),"15,360",MET,0.913307,14028.39552,304399.3233261942,0x2Ebd53d035150f328bd754D6DC66B99B0eDB89aa,Metronome2,0.0461,0x27a295b457b13cc00cb734d5327b50088e514ae9fc23d52a492832767edbc54a,0x7b10b1babf50550085783ca4197fb894a72b28a426a6ab7710a5db7830387730,19043643.0,"15,360",0.888837,13652.53632,355485.6850103129,0x2Ebd53d035150f328bd754D6DC66B99B0eDB89aa,Metronome2,0.0384,0x141196048e656de9a690bfc4a8e74cb5f5e6ed575dc1999950837063eaad5dcc,0x853a61e188d7e1668219bf9fbfa41282448a2c9878590199908c6342bce8c270,18951608.0,2.8,14028.39552,
alUSD+FRAXBP (0xB30d…),"5,280",ALCX,24.7,130416.0,1603437.1135687134,0xdBdb4d16EdA451D0503b854CF79D55697F90c8DF,Alchemix,0.0813,0x541330fb4e4b99e2d61e51f3d3225cb4ce8246bd06821fa06d57cf1bedeb12f1,0x9e8a3b2ea7743398132993ca81be809a215eca3a90bd14a519c86ca8a4527b37,19044670.0,"5,760",21.13,121708.8,2385483.1788777425,0xdBdb4d16EdA451D0503b854CF79D55697F90c8DF,Alchemix,0.0510,0x013af1a5443ed63553230361631935e0e7feb5bd6b32de9ed8e3a0d8b5855e7b,0xc78a7185740cb47dcd13bb6dd0ba03dbb8241449a03c3908b6d459f1dad4d789,18842259.0,7.2,130416.0,
alUSD+3Crv (0x43b4…),480,ALCX,24.7,11856.0,264556.41237652494,0xdBdb4d16EdA451D0503b854CF79D55697F90c8DF,Alchemix,0.0448,0x541330fb4e4b99e2d61e51f3d3225cb4ce8246bd06821fa06d57cf1bedeb12f1,0x9e8a3b2ea7743398132993ca81be809a215eca3a90bd14a519c86ca8a4527b37,19044670.0,480,21.13,10142.4,334283.9216441193,0xdBdb4d16EdA451D0503b854CF79D55697F90c8DF,Alchemix,0.0303,0x013af1a5443ed63553230361631935e0e7feb5bd6b32de9ed8e3a0d8b5855e7b,0xc78a7185740cb47dcd13bb6dd0ba03dbb8241449a03c3908b6d459f1dad4d789,18842259.0,16.9,11856.0,
alETH+frxETH (0xB657…),"2,688",ALCX,24.7,66393.59999999999,771974.027464001,0xdBdb4d16EdA451D0503b854CF79D55697F90c8DF,Alchemix,0.0860,0x541330fb4e4b99e2d61e51f3d3225cb4ce8246bd06821fa06d57cf1bedeb12f1,0x9e8a3b2ea7743398132993ca81be809a215eca3a90bd14a519c86ca8a4527b37,19044670.0,"2,688",28.63,76957.44,947203.746357065,0xdBdb4d16EdA451D0503b854CF79D55697F90c8DF,Alchemix,0.0812,0xb3463763d44c3dedd21a781dbcd7eda2fd2026cc34654dbfd66b1fc081d1d163,0x0c8397e6d3c2b1a282e1fc493506f70f1278f4aca46499921480a053d038931d,18933325.0,-13.7,66393.59999999999,
alETH+WETH (0x8eFD…),384,ALCX,24.7,9484.8,211919.1098855073,0xdBdb4d16EdA451D0503b854CF79D55697F90c8DF,Alchemix,0.0448,0x541330fb4e4b99e2d61e51f3d3225cb4ce8246bd06821fa06d57cf1bedeb12f1,0x9e8a3b2ea7743398132993ca81be809a215eca3a90bd14a519c86ca8a4527b37,19044670.0,384,28.63,10993.92,267161.8067670704,0xdBdb4d16EdA451D0503b854CF79D55697F90c8DF,Alchemix,0.0412,0xb3463763d44c3dedd21a781dbcd7eda2fd2026cc34654dbfd66b1fc081d1d163,0x0c8397e6d3c2b1a282e1fc493506f70f1278f4aca46499921480a053d038931d,18933325.0,-13.7,9484.8,
