gauge,amount,symbol,token_price_current,usd,votes_current,token_current,token_name_current,per,amount_last,token_price_last,usd_last,votes_last,token_last,token_name_last,per_vote_last,chng,forecast,per_current
fETH+FRAXBP (0x5f5F…),50,FXS,6.1,305.48717626982733,8563.88702768739,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,Frax Share,0.0357,39,5.63,217.8222903119684,91805.21022123269,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,Frax Share,0.0024,40.2,305.48717626982733,
PYUSD+FRAXBP (0x61fA…),61,FXS,6.1,372.4837715377785,7887.517542628031,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,Frax Share,0.0472,61,5.63,343.49324733735824,89563.17762224968,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,Frax Share,0.0038,8.4,372.4837715377785,
FRAX+FPI (0xf861…),"6,919",FXS,6.12,42342.5664,1011220.3458001168,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,Frax Share,0.0419,"7,530",5.63,42395.2512,2340509.858350744,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,Frax Share,0.0181,-0.1,42342.5664,
FRAX+USDC (0xDcEF…),"12,473",FXS,6.12,76336.47360000001,1847788.7283523765,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,Frax Share,0.0413,"4,777",5.63,26894.2848,1120342.4764930613,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,Frax Share,0.0240,183.8,76336.47360000001,
FRAX+USDP (0xaE34…),"10,647",FXS,6.12,65161.8432,1555534.2021640127,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,Frax Share,0.0419,"9,544",5.63,53734.5216,3077728.842830081,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,Frax Share,0.0175,21.3,65161.8432,
FRAX+crvUSD (0x0CD6…),893,FXS,6.12,5463.936,1461592.095331258,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,Frax Share,0.0037,717,5.63,4037.3856,2028921.0571677347,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,Frax Share,0.0020,35.3,5463.936,
frxETH+CVX (0x47D5…),589,FXS,6.1,3594.1732147618927,522986.79894143343,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,Frax Share,0.0069,757,5.68,4302.343845460302,760784.2578938095,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,Frax Share,0.0057,-16.5,3594.1732147618927,
sETH+frxETH (0x663a…),139,FXS,6.1,845.8586153347926,23632.492388938703,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,Frax Share,0.0358,115,5.68,652.3829593930996,69222.69090782023,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,Frax Share,0.0094,29.7,845.8586153347926,
rETH+frxETH (0xe7c6…),117,FXS,6.1,711.7140644526143,19609.07153157234,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,Frax Share,0.0363,144,5.68,815.986720205474,35030.18310284089,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,Frax Share,0.0233,-12.8,711.7140644526143,
cbETH+frxETH (0x7306…),111,FXS,6.1,677.9224658674915,19136.986680613736,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,Frax Share,0.0354,161,5.68,916.456293044736,38886.276919802265,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,Frax Share,0.0236,-26.0,677.9224658674915,
ankrETH+frxETH (0x41eA…),74,FXS,6.1,451.43886064200495,12749.665108928404,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,Frax Share,0.0354,139,5.68,791.2387360155483,33951.31575286879,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,Frax Share,0.0233,-42.9,451.43886064200495,
msETH+frxETH (0x2d60…),135,FXS,6.1,826.5396740366607,169198.5330391456,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,Frax Share,0.0049,123,5.68,699.6472515104957,51245.083253512086,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,Frax Share,0.0137,18.1,826.5396740366607,
WETH+frxETH (0x9c3B…),"14,685",FXS,6.08,89285.52960000001,2147730.0465850825,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,Frax Share,0.0416,"5,081",5.864439726611123,29798.860294034566,3912719.019384704,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,Frax Share,0.0076,199.6,89285.52960000001,
ETH+frxETH (0xa1F8…),"4,406",FXS,6.08,26790.912,708582.0994657518,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,Frax Share,0.0378,nan,,,,,,nan,nan,26790.912,
stETH+frxETH (0x4d9f…),"2,973",FXS,6.08,18076.5696,470638.0320784867,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,Frax Share,0.0384,nan,,,,,,nan,nan,18076.5696,
DOLA+FRAXBP (0xE571…),"2,112",INV,30.14,63655.68,1787993.3580318622,0x41D5D79431A913C4aE7d69a668ecdfE5fF9DFB68,Inverse DAO,0.0356,"2,112",33.37,70477.43999999999,3319273.3519258266,0x41D5D79431A913C4aE7d69a668ecdfE5fF9DFB68,Inverse DAO,0.0212,-9.7,63655.68,
DOLA+crvUSD (0x8272…),288,INV,30.14,8680.32,220972.4515951064,0x41D5D79431A913C4aE7d69a668ecdfE5fF9DFB68,Inverse DAO,0.0393,288,33.37,9610.56,412202.1239489864,0x41D5D79431A913C4aE7d69a668ecdfE5fF9DFB68,Inverse DAO,0.0233,-9.7,8680.32,
USDC+WETH+INV (0x5426…),288,INV,30.14,8680.32,239035.47879117256,0x41D5D79431A913C4aE7d69a668ecdfE5fF9DFB68,Inverse DAO,0.0363,288,33.37,9610.56,412677.4612921911,0x41D5D79431A913C4aE7d69a668ecdfE5fF9DFB68,Inverse DAO,0.0233,-9.7,8680.32,
ETH+CNC (0x838a…),nan,CNC,,,,,,nan,"4,874",1.19,5799.876923076923,249200.20756073823,0x9aE380F0272E2162340a5bB646c354271c0F5cFC,Conic Finance Token,0.0233,nan,6069.604613008313,
ETH+CNC (0x838a…),nan,CNC,,,,,,nan,"4,874",1.19,5799.876923076923,249200.20756073823,0x9aE380F0272E2162340a5bB646c354271c0F5cFC,Conic Finance Token,0.0233,nan,,
ETH+CNC (0x838a…),nan,CNC,,,,,,nan,"4,874",1.19,5799.876923076923,249200.20756073823,0x9aE380F0272E2162340a5bB646c354271c0F5cFC,Conic Finance Token,0.0233,nan,,
ETH+CNC (0x838a…),nan,CNC,,,,,,nan,"4,874",1.19,5799.876923076923,249200.20756073823,0x9aE380F0272E2162340a5bB646c354271c0F5cFC,Conic Finance Token,0.0233,nan,,
ETH+CNC (0x838a…),nan,CNC,,,,,,nan,"4,874",1.19,5799.876923076923,249200.20756073823,0x9aE380F0272E2162340a5bB646c354271c0F5cFC,Conic Finance Token,0.0233,nan,,
ETH+CNC (0x838a…),nan,CNC,,,,,,nan,"4,874",1.19,5799.876923076923,249200.20756073823,0x9aE380F0272E2162340a5bB646c354271c0F5cFC,Conic Finance Token,0.0233,nan,,
FRAX+crvUSD (0x0CD6…),nan,CRV,,,,,,nan,"96,000",0.429213,41204.448,2028921.0571677347,0xD533a949740bb3306d119CC777fa900bA034cd52,Curve DAO Token,0.0203,nan,43120.692210237816,
FRAX+crvUSD (0x0CD6…),nan,CRV,,,,,,nan,"96,000",0.429213,41204.448,2028921.0571677347,0xD533a949740bb3306d119CC777fa900bA034cd52,Curve DAO Token,0.0203,nan,,
stETH+xETH (0xD4cE…),nan,WETH,,,,,,nan,2,1562.07,2999.1744,131141.17855980853,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,Wrapped Ether,0.0229,nan,3138.653287800984,
WETH+frxETH (0x9c3B…),nan,CVX,,,,,,nan,"3,381",2.68,9061.4016,3912719.019384704,0x4e3FBD56CD56c3e72c1403e103b45Db9da5B9D2B,Convex Token,0.0023,nan,9482.808977005503,
WETH+frxETH (0x9c3B…),nan,CRV,,,,,,nan,"67,637",0.440328,29782.3768704,3912719.019384704,0xD533a949740bb3306d119CC777fa900bA034cd52,Curve DAO Token,0.0076,nan,31167.42897072239,
WETH+frxETH (0x9c3B…),nan,CRV,,,,,,nan,"50,397",0.438728,22110.627663360003,3912719.019384704,0xD533a949740bb3306d119CC777fa900bA034cd52,Curve DAO Token,0.0057,nan,,
ETH+frxETH (0xa1F8…),nan,CRV,,,,,,nan,"54,384",0.440328,23946.797952000004,1048892.4802774673,0xD533a949740bb3306d119CC777fa900bA034cd52,Curve DAO Token,0.0228,nan,25060.462013929795,
stETH+frxETH (0x4d9f…),nan,CRV,,,,,,nan,"31,488",0.440328,13865.048064,606895.4877079676,0xD533a949740bb3306d119CC777fa900bA034cd52,Curve DAO Token,0.0228,nan,14509.852675320339,
alUSD+FRAXBP (0xB30d…),nan,ALCX,,,,,,nan,"5,760",13.33,76780.8,4537958.919016525,0xdBdb4d16EdA451D0503b854CF79D55697F90c8DF,Alchemix,0.0169,nan,80351.54953309477,
alUSD+3Crv (0x43b4…),nan,ALCX,,,,,,nan,480,13.33,6398.4,259375.52331240737,0xdBdb4d16EdA451D0503b854CF79D55697F90c8DF,Alchemix,0.0247,nan,6695.962461091231,
