choice_index_current,choice,amount,symbol,score_current,block_number_current,price,usd,per,round,date,amount_last,usd_last,block_number_last,choice_index_last,token_name,token_price,token_addr,score_last,proposal,tx_hash,per_last,chng,forecast
231.0,xdai-WXDAI+USDC+USDT (0x7f90…),14,GNO,48278.547984759774,18033990.0,100.66,1449.504,0.0300,51,2023-08-22,14,1461.8447875037843,17934080,227,Gnosis Token,101.51699913220725,0x6810e776880C02933D47DB1b9fc05908e5386b96,53684.50232823477,0x3596ed9e1a2e0a0bb542f9ac1c0254df935a90422a807f0f8a4bf8e23e1fee70,0xf51217e8eb072e277058850308b4ee7c8ca0b06ab695091baa0eb6ff39e43547,0.0272,-0.8,1449.504
190.0,GRAI+FRAXBP (0x3175…),"2,400",GRAI,165589.03076006752,18035904.0,0.980929,2354.2296,0.0142,51,2023-08-22,"2,400",2354.5369566355,17941926,193,Gravita Debt Token,0.9810570652647916,0x15f74458aE0bFdAA1a96CA1aa779D715Cc1Eefe4,130588.56033539292,0x3596ed9e1a2e0a0bb542f9ac1c0254df935a90422a807f0f8a4bf8e23e1fee70,0xe9d0a8f5661fb62b074e87d9ea67e1b65ea9aabb2c4b3b7f287da00b20097f42,0.0180,-0.0,2354.2296
43.0,WETH+CVX (0xB576…),"12,612",CVX,2537260.82165899,18045877.0,2.66,33549.1968,0.0132,51,2023-08-22,"10,090",29047.553248237764,17940389,43,Convex Token,2.8789598446160167,0x4e3FBD56CD56c3e72c1403e103b45Db9da5B9D2B,1133857.9909899188,0x3596ed9e1a2e0a0bb542f9ac1c0254df935a90422a807f0f8a4bf8e23e1fee70,0x24ab3eff31b5004b08263612aed14c7a2e92c5cc9c8614192711d4f8755f44f6,0.0256,15.5,33549.1968
90.0,CVX+FRAXBP (0xBEc5…),"2,523",CVX,450068.1106338362,18045882.0,2.66,6710.8608,0.0149,51,2023-08-22,"2,523",7263.270212784856,17940392,90,Convex Token,2.8789598446160167,0x4e3FBD56CD56c3e72c1403e103b45Db9da5B9D2B,287955.8403374221,0x3596ed9e1a2e0a0bb542f9ac1c0254df935a90422a807f0f8a4bf8e23e1fee70,0x242108495495aedb2d0b79255334626676d56863626d836548df03506c840abe,0.0252,-7.6,6710.8608
147.0,frxETH+CVX (0x47D5…),"10,090",CVX,1796973.0698024442,18045886.0,2.66,26838.336000000003,0.0149,51,2023-08-22,"12,612",36310.82346102262,17940396,148,Convex Token,2.8789598446160167,0x4e3FBD56CD56c3e72c1403e103b45Db9da5B9D2B,1531226.0033869045,0x3596ed9e1a2e0a0bb542f9ac1c0254df935a90422a807f0f8a4bf8e23e1fee70,0xb5778039d0b246903d9ac2820e32f0964d4959c6f1bb7c6da95c3461e3f69bb7,0.0237,-26.1,26838.336000000003
133.0,CRV+cvxCRV (0x971a…),"79,566",CVX,14801740.225091347,18045889.0,2.66,211644.9216,0.0143,51,2023-08-22,"83,938",241652.97985344136,17940400,133,Convex Token,2.8789598446160167,0x4e3FBD56CD56c3e72c1403e103b45Db9da5B9D2B,10008428.297596367,0x3596ed9e1a2e0a0bb542f9ac1c0254df935a90422a807f0f8a4bf8e23e1fee70,0x8d71f077c340524e101b6faecedce3d7ef63f3d0c13c2991e26e853f62446939,0.0241,-12.4,211644.9216
91.0,cvxCRV+FRAXBP (0x31c3…),"2,532",CVX,467399.49665098655,18045896.0,2.66,6733.8432,0.0144,51,2023-08-22,"2,596",7473.319123048041,17940405,91,Convex Token,2.8789598446160167,0x4e3FBD56CD56c3e72c1403e103b45Db9da5B9D2B,299135.699896746,0x3596ed9e1a2e0a0bb542f9ac1c0254df935a90422a807f0f8a4bf8e23e1fee70,0xd3533b18361ea0214be03b8ce4621d9384f4c064c51f3ec3277b7430fa0c8115,0.0250,-9.9,6733.8432
180.0,FXS+cvxFXS (0x6a90…),"23,722",CVX,4499320.798000434,18045898.0,2.66,63099.456,0.0140,51,2023-08-22,"19,371",55767.98567487551,17940410,182,Convex Token,2.8789598446160167,0x4e3FBD56CD56c3e72c1403e103b45Db9da5B9D2B,2156043.096092,0x3596ed9e1a2e0a0bb542f9ac1c0254df935a90422a807f0f8a4bf8e23e1fee70,0x5b18077d9d2a20cbc23771b07d3acd3153112da679b9df57f7ae94ad0176bc3b,0.0259,13.1,63099.456
92.0,cvxFXS+FRAXBP (0x21d1…),"1,249",CVX,218099.70540393487,18045900.0,2.66,3322.2336000000005,0.0152,51,2023-08-22,"1,153",3319.3255424484823,17940412,92,Convex Token,2.8789598446160167,0x4e3FBD56CD56c3e72c1403e103b45Db9da5B9D2B,154548.82864726672,0x3596ed9e1a2e0a0bb542f9ac1c0254df935a90422a807f0f8a4bf8e23e1fee70,0x03428b417e6ffd70ec5980d30027931c87314f4942b1e7c1bb03cb3e2fc3acf5,0.0215,0.1,3322.2336000000005
135.0,FPIS+cvxFPIS (0xfBB4…),"4,798",CVX,851086.9113967211,18045902.0,2.66,12762.8928,0.0150,51,2023-08-22,"4,798",13813.479651255217,17940415,136,Convex Token,2.8789598446160167,0x4e3FBD56CD56c3e72c1403e103b45Db9da5B9D2B,535271.5393075983,0x3596ed9e1a2e0a0bb542f9ac1c0254df935a90422a807f0f8a4bf8e23e1fee70,0xdadf18807748d8fc856df9be01c0d38d1500cd75990c1d677a0f5452b0d2c6cc,0.0258,-7.6,12762.8928
195.0,msETH+WETH (0xa4c5…),"8,160",MET,589716.8315051235,18046852.0,1.039,8478.24,0.0144,51,2023-08-22,"7,200",8026.750813525602,17945378,198,Metronome2,1.114826501878556,0x2Ebd53d035150f328bd754D6DC66B99B0eDB89aa,302014.5579575917,0x3596ed9e1a2e0a0bb542f9ac1c0254df935a90422a807f0f8a4bf8e23e1fee70,0xd2335aa27ac61274c9e8ae08f5d119ed5010fa822b96dd108ec98aa7376c0acb,0.0266,5.6,8478.24
119.0,msUSD+FRAXBP (0xc3b1…),"12,000",MET,879563.6097628167,18046852.0,1.039,12467.999999999998,0.0142,51,2023-08-22,"12,000",13377.918022542672,17945378,119,Metronome2,1.114826501878556,0x2Ebd53d035150f328bd754D6DC66B99B0eDB89aa,537406.8898051754,0x3596ed9e1a2e0a0bb542f9ac1c0254df935a90422a807f0f8a4bf8e23e1fee70,0xd2335aa27ac61274c9e8ae08f5d119ed5010fa822b96dd108ec98aa7376c0acb,0.0249,-6.8,12467.999999999998
83.0,alUSD+FRAXBP (0xB30d…),"5,760",ALCX,1525407.472673487,18055899.0,10.85,62496.0,0.0410,51,2023-08-22,"5,760",63501.957490198765,17960445,83,Alchemix,11.024645397603951,0xdBdb4d16EdA451D0503b854CF79D55697F90c8DF,2768798.110635966,0x3596ed9e1a2e0a0bb542f9ac1c0254df935a90422a807f0f8a4bf8e23e1fee70,0x8f53a2ae555b32f0a85919e56146e3db326aef78c30d2da4a0432673d8d79a00,0.0229,-1.6,62496.0
26.0,alUSD+3Crv (0x43b4…),576,ALCX,208384.65149256052,18055899.0,10.85,6249.599999999999,0.0300,51,2023-08-22,576,6350.195749019877,17960445,26,Alchemix,11.024645397603951,0xdBdb4d16EdA451D0503b854CF79D55697F90c8DF,231060.35768879837,0x3596ed9e1a2e0a0bb542f9ac1c0254df935a90422a807f0f8a4bf8e23e1fee70,0x8f53a2ae555b32f0a85919e56146e3db326aef78c30d2da4a0432673d8d79a00,0.0275,-1.6,6249.599999999999
128.0,ETH+CNC (0x838a…),"4,874",CNC,234739.4852244163,18056242.0,1.54,7505.723076923077,0.0320,51,2023-08-22,"4,874",9291.541915443511,17942032,128,Conic Finance Token,1.906408536943902,0x9aE380F0272E2162340a5bB646c354271c0F5cFC,348089.405490902,0x3596ed9e1a2e0a0bb542f9ac1c0254df935a90422a807f0f8a4bf8e23e1fee70,0xd025588e407aba9fb5f43ae419605afd05b94b1b4a47ec7d2a7ada5ddb5e5496,0.0267,-19.2,7505.723076923077
29.0,MIM+3Crv (0x5a6A…),"105,599,998",SPELL,2.6197031552801104,18056969.0,0.00038305,40450.079264544,15440.7110,51,2023-08-22,"105,599,998",41706.25081544185,17956421,29,Spell Token,0.0003949455641452,0x090185f2135308BaD17527004364eBcC2D37e5F6,1579919.8016860858,0x3596ed9e1a2e0a0bb542f9ac1c0254df935a90422a807f0f8a4bf8e23e1fee70,0xd6e79e66463957498a0c54dacfc39c98c19604a2f3c7482d471b882e63a8e3c4,0.0264,-3.0,40450.079264544
,TUSD+3Crv (0xEcd5…),nan,TUSD,,,,,nan,51,2023-08-22,"6,720",6715.059492080872,17939925,21,TrueUSD,0.9992648053691774,0x0000000000085d4780B73119b644AE5ecd22b376,254436.1913185848,0x3596ed9e1a2e0a0bb542f9ac1c0254df935a90422a807f0f8a4bf8e23e1fee70,0xb3b02eaeef13f6d3a4a76eed9e4ea8cdde1b2a396b5616be33d69d7c23919523,0.0264,nan,6453.534659143901
,TUSD+crvUSD (0x34D6…),nan,TUSD,,,,,nan,51,2023-08-22,"2,208",2206.376690255144,17939935,159,TrueUSD,0.9992648053691774,0x0000000000085d4780B73119b644AE5ecd22b376,81365.90953743075,0x3596ed9e1a2e0a0bb542f9ac1c0254df935a90422a807f0f8a4bf8e23e1fee70,0x5a17581613f19c626ab7bda1ffedd51fc28c28af9c8b30a8c91c0ccc99e67f6b,0.0271,nan,2120.447102290139
,USDD+3Crv (0xe6b5…),nan,USDD,,,,,nan,51,2023-08-22,"5,760",5748.17223065044,17939942,74,Decentralized USD,0.9979465678212568,0x0C10bF8FcB7Bf5412187A595ab97a3609160b5c6,217459.55363049667,0x3596ed9e1a2e0a0bb542f9ac1c0254df935a90422a807f0f8a4bf8e23e1fee70,0x78f4eedefef0289276e54ac166c9fb94a742582de0d55ca2c2dd52740264777f,0.0264,nan,5524.303807133621
,DOLA+FRAXBP (0xE571…),nan,INV,,,,,nan,51,2023-08-22,"2,304",77334.55566557284,17947838,88,Inverse DAO,33.565345340960434,0x41D5D79431A913C4aE7d69a668ecdfE5fF9DFB68,3128629.9924420654,0x3596ed9e1a2e0a0bb542f9ac1c0254df935a90422a807f0f8a4bf8e23e1fee70,0xfa308c1f01658d4c799cdd94e65c4ea74bd2a866264af54869e95972fd87a48a,0.0247,nan,74322.6826100109
,DOLA+crvUSD (0x8272…),nan,INV,,,,,nan,51,2023-08-22,288,9666.819458196604,17947838,194,Inverse DAO,33.565345340960434,0x41D5D79431A913C4aE7d69a668ecdfE5fF9DFB68,357339.18389373814,0x3596ed9e1a2e0a0bb542f9ac1c0254df935a90422a807f0f8a4bf8e23e1fee70,0xfa308c1f01658d4c799cdd94e65c4ea74bd2a866264af54869e95972fd87a48a,0.0271,nan,9290.335326251361
,USDC+WETH+INV (0x5426…),nan,INV,,,,,nan,51,2023-08-22,288,9666.819458196604,17947838,185,Inverse DAO,33.565345340960434,0x41D5D79431A913C4aE7d69a668ecdfE5fF9DFB68,356648.1413622952,0x3596ed9e1a2e0a0bb542f9ac1c0254df935a90422a807f0f8a4bf8e23e1fee70,0xfa308c1f01658d4c799cdd94e65c4ea74bd2a866264af54869e95972fd87a48a,0.0271,nan,9290.335326251361
,CVX+clevCVX (0xF907…),nan,CVX,,,,,nan,51,2023-08-22,"2,304",6633.123481995302,17952579,116,Convex Token,2.8789598446160167,0x4e3FBD56CD56c3e72c1403e103b45Db9da5B9D2B,254259.3080361384,0x3596ed9e1a2e0a0bb542f9ac1c0254df935a90422a807f0f8a4bf8e23e1fee70,0x9ee38f2b3bf20cf896541fdc0a8504b81e919ba5ee459e664cb559dbe30dd888,0.0261,nan,6374.789730444047
,ETH+CLEV (0x342D…),nan,CVX,,,,,nan,51,2023-08-22,850,2445.964283985768,17952579,118,Convex Token,2.8789598446160167,0x4e3FBD56CD56c3e72c1403e103b45Db9da5B9D2B,93133.44126704147,0x3596ed9e1a2e0a0bb542f9ac1c0254df935a90422a807f0f8a4bf8e23e1fee70,0x9ee38f2b3bf20cf896541fdc0a8504b81e919ba5ee459e664cb559dbe30dd888,0.0263,nan,2350.7037131012426
,FRAX+USDC (0xDcEF…),nan,FXS,,,,,nan,51,2023-08-22,"42,541",259625.8837187324,17958475,77,Frax Share,6.102893642498524,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,9988346.48537748,0x3596ed9e1a2e0a0bb542f9ac1c0254df935a90422a807f0f8a4bf8e23e1fee70,0x63859758b708696993ca44f76775acfeece4977dfc642ab993b7975b8cf72b89,0.0260,nan,249514.4891814646
,alUSD+FRAXBP (0xB30d…),nan,FXS,,,,,nan,51,2023-08-22,"2,087",12736.983147640118,17958478,83,Frax Share,6.102893642498524,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,2768798.110635966,0x3596ed9e1a2e0a0bb542f9ac1c0254df935a90422a807f0f8a4bf8e23e1fee70,0xe721abe15065ad51c225193d4c51b8f7225e5f2dcfce29b533fe923628546ceb,0.0046,nan,12240.928363056912
,DOLA+FRAXBP (0xE571…),nan,FXS,,,,,nan,51,2023-08-22,"1,118",6825.476249770349,17958481,88,Frax Share,6.102893642498524,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,3128629.9924420654,0x3596ed9e1a2e0a0bb542f9ac1c0254df935a90422a807f0f8a4bf8e23e1fee70,0xe467e8e96215551398bf7ea2eea5bf77b97ef2315f0dd34f95dfe42aa9d68d5d,0.0022,nan,6559.65112371725
,eUSD+FRAXBP (0xAEda…),nan,FXS,,,,,nan,51,2023-08-22,667,4071.850638275015,17958485,131,Frax Share,6.102893642498524,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,991250.94863671,0x3596ed9e1a2e0a0bb542f9ac1c0254df935a90422a807f0f8a4bf8e23e1fee70,0x1e57ce6a6ba7f3fe5eea914948a7487946582e2c6459b48f9d6fbf63ac605ebd,0.0041,nan,3913.268266938617
