round,date,token_symbol,amount,usd_amount,choice,block_number,choice_index,token_name,token_price,token_addr,score,proposal,tx_hash
1,2021-09-21,SPELL,9.6e+17,0.002268253187214337,cvxcrv,13233557,41,Spell Token,0.002362763736681601,0x090185f2135308BaD17527004364eBcC2D37e5F6,456978.26417711435,0xc841db892a58168d21262eb8e2f97d651fb354896fa90ac3d6bcfad00319c535,0x78b0b59ee8b75e2453c0cbfc1b2e97b464e09c1dbfc4b83bbd965529cb671c3e
1,2021-09-21,ALCX,1.92e+20,47636.75618071618,alusd,13247848,36,Alchemix,248.10810510789676,0xdBdb4d16EdA451D0503b854CF79D55697F90c8DF,605475.7750174905,0xc841db892a58168d21262eb8e2f97d651fb354896fa90ac3d6bcfad00319c535,0x0de61c574402c6516635a4259a8619106d4038fea5422b7a0c9aaf4289eece2d
1,2021-09-21,WETH,5.76e+16,169.19639646189458,cvxcrv,13248179,41,Wrapped Ether,2937.437438574558,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,456978.26417711435,0xc841db892a58168d21262eb8e2f97d651fb354896fa90ac3d6bcfad00319c535,0x302a507ff77925049f0932274a9ab057f3525aff5ccdf2c27e868495d0cb34b4
1,2021-09-21,DAI,4.8e+21,4757.6795204927985,eurs,13248714,22,Dai Stablecoin,0.9911832334359997,0x6B175474E89094C44Da98b954EedeAC495271d0F,379609.73156959604,0xc841db892a58168d21262eb8e2f97d651fb354896fa90ac3d6bcfad00319c535,0x5b748b02a9f77417df7e7ddc29ec04f9166b0ed850d9e4d778c3681de45993da
1,2021-09-21,FXS,3.728064e+22,175222.86911795507,frax,13252388,32,Frax Share,4.700103568982589,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,2341875.720673266,0xc841db892a58168d21262eb8e2f97d651fb354896fa90ac3d6bcfad00319c535,0xd2ed8e74e84a13ee6dce0a73811211fb95213babd504d5ca94df65b3cd515257
1,2021-09-21,WETH,9.6e+18,28199.39941031576,ankreth,13258116,27,Wrapped Ether,2937.437438574558,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,289194.3039392527,0xc841db892a58168d21262eb8e2f97d651fb354896fa90ac3d6bcfad00319c535,0x2dd6ed418d3b06c1a728570340400d70735fb322073fa75e2c78da5677f1eb9d
1,2021-09-21,DAI,9.6e+21,9515.359040985597,eurs,13261700,22,Dai Stablecoin,0.9911832334359997,0x6B175474E89094C44Da98b954EedeAC495271d0F,379609.73156959604,0xc841db892a58168d21262eb8e2f97d651fb354896fa90ac3d6bcfad00319c535,0xe7599a40a286a4cc81e54755d17e4733e188e424ce07f215b0cb4de5594783e5
1,2021-09-21,DAI,9.6e+21,9515.359040985597,eurs,13262700,22,Dai Stablecoin,0.9911832334359997,0x6B175474E89094C44Da98b954EedeAC495271d0F,379609.73156959604,0xc841db892a58168d21262eb8e2f97d651fb354896fa90ac3d6bcfad00319c535,0x11d8023e4a99a850f2fbd3727b104d075c9af99458798fa7ae29d6b92882b8c9
2,2021-10-05,3Crv,1.92e+19,19.566677253015456,eurs,13332050,22,Curve.fi DAI/USDC/USDT,1.019097773594555,0x6c3F90f043a72FA612cbac8115EE7e52BDe6E490,745256.6652058059,0xe11de27c199ddee0966ed8b24e1ee34bd3363f0fe09fe85510a4fe27914a1027,0x58210152899356ae25ed3a0a5a26782e0e8bb8a0cd6e712c1f354e11e53ddd2c
2,2021-10-05,FXS,3.150912e+22,148903.20416717773,frax,13335273,32,Frax Share,4.72571763880355,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,1802645.0185036247,0xe11de27c199ddee0966ed8b24e1ee34bd3363f0fe09fe85510a4fe27914a1027,0x07dac7b372bb511c798b3ac2c7fcba259c2de6f2942a5dce2a1da2f1aeb8e641
2,2021-10-05,ALCX,3.84e+20,92192.37708620743,alusd,13340843,36,Alchemix,240.08431532866518,0xdBdb4d16EdA451D0503b854CF79D55697F90c8DF,1084204.6869266203,0xe11de27c199ddee0966ed8b24e1ee34bd3363f0fe09fe85510a4fe27914a1027,0x382f394bc6fce75ed230a1ce57174c0d4243d026134c31de3118fad2e6926fee
2,2021-10-05,ALCX,3.3984e+20,81590.25372129359,aleth,13340922,48,Alchemix,240.08431532866518,0xdBdb4d16EdA451D0503b854CF79D55697F90c8DF,912422.0132807612,0xe11de27c199ddee0966ed8b24e1ee34bd3363f0fe09fe85510a4fe27914a1027,0xb62b8098cc42146b32c789aef8c0ec2bf4b5366fe685917e69fb971c71f961ea
2,2021-10-05,LDO,2.25367488e+21,9513.469753007097,eurs,13345493,22,Lido DAO Token,4.221314191072271,0x5A98FcBEA516Cf06857215779Fd812CA3beF1B32,745256.6652058059,0xe11de27c199ddee0966ed8b24e1ee34bd3363f0fe09fe85510a4fe27914a1027,0xd915214bd795b94a7577f04d2735ca877dab82a0b92c00c83350bd168d93955c
2,2021-10-05,DAI,1.09638624e+22,10999.590286521638,compound,13345518,0,Dai Stablecoin,1.0032586952679776,0x6B175474E89094C44Da98b954EedeAC495271d0F,114842.25049435585,0xe11de27c199ddee0966ed8b24e1ee34bd3363f0fe09fe85510a4fe27914a1027,0xf81192728f073a6eabbad0d485320022e8607f8448952187baad93ab2afe6ff5
2,2021-10-05,CRV,9.969216e+21,28642.94766066996,reth,13348564,35,Curve DAO Token,2.8731394385145195,0xD533a949740bb3306d119CC777fa900bA034cd52,358422.0079763761,0xe11de27c199ddee0966ed8b24e1ee34bd3363f0fe09fe85510a4fe27914a1027,0xcac92d0780246272868d1db7ee3ba83b6c09f391c553891e0a9cc970b6ff3722
2,2021-10-05,DAI,9.6e+21,9631.283474572585,eurs,13350945,22,Dai Stablecoin,1.0032586952679776,0x6B175474E89094C44Da98b954EedeAC495271d0F,745256.6652058059,0xe11de27c199ddee0966ed8b24e1ee34bd3363f0fe09fe85510a4fe27914a1027,0x4c197fd62f6f0940a1949c4299c6f746c4aeeb310f0e8d654c8728cc48d41a40
2,2021-10-05,MTA,1.44e+22,8836.786392328922,musd,13352160,14,Meta,0.6136657216895085,0xa3BeD4E1c75D00fa6f4E5E6922DB7261B5E9AcD2,130011.03169228221,0xe11de27c199ddee0966ed8b24e1ee34bd3363f0fe09fe85510a4fe27914a1027,0x559b355f8b887795d8b0e734a5789baf5021cbc00f843c85b53f38b37afc9e72
2,2021-10-05,BADGER,9.6e+20,17629.610566294938,sbtc,13353627,7,Badger,18.364177673223896,0x3472A5A71965499acd81997a54BBA8D852C6E53d,581768.9591162798,0xe11de27c199ddee0966ed8b24e1ee34bd3363f0fe09fe85510a4fe27914a1027,0x42e19157a4d7661ab824abaab2194bec7d29891c14dbd87d72a111c969c5ab7d
3,2021-10-19,MTA,2.4e+22,22320.531755871903,musd,13415644,14,Meta,0.9300221564946626,0xa3BeD4E1c75D00fa6f4E5E6922DB7261B5E9AcD2,1305460.9082921357,0x20b26be17c62c2d155f9f9a9a3dac7bc3fcaa48453224bee5de30e238ed32ba2,0xf1689463fc4d5ca8637ace2ee46648be401066dbbe0bc425af6f1eba8cd90d92
3,2021-10-19,MTA,4.59875232e+22,42769.41549831232,musd,13415765,14,Meta,0.9300221564946626,0xa3BeD4E1c75D00fa6f4E5E6922DB7261B5E9AcD2,1305460.9082921357,0x20b26be17c62c2d155f9f9a9a3dac7bc3fcaa48453224bee5de30e238ed32ba2,0xdfb0f619b8bda3ca57138e7111b5b29c331488347724819f523f25da4c8de8f8
3,2021-10-19,MTA,8.064e+21,7499.698669972959,musd,13415838,14,Meta,0.9300221564946626,0xa3BeD4E1c75D00fa6f4E5E6922DB7261B5E9AcD2,1305460.9082921357,0x20b26be17c62c2d155f9f9a9a3dac7bc3fcaa48453224bee5de30e238ed32ba2,0x32779c6c2ab49e59ecb03273fb98004e50d8f6f362836031866102ee86804835
3,2021-10-19,MTA,2.016e+22,18749.246674932398,musd,13415863,14,Meta,0.9300221564946626,0xa3BeD4E1c75D00fa6f4E5E6922DB7261B5E9AcD2,1305460.9082921357,0x20b26be17c62c2d155f9f9a9a3dac7bc3fcaa48453224bee5de30e238ed32ba2,0x279bfca7b04ef2af5f7e38f27db10a2f6cf6e165249c0521c71a81b0c13be065
3,2021-10-19,MTA,1.251936e+23,116432.8218513302,musd,13416255,14,Meta,0.9300221564946626,0xa3BeD4E1c75D00fa6f4E5E6922DB7261B5E9AcD2,1305460.9082921357,0x20b26be17c62c2d155f9f9a9a3dac7bc3fcaa48453224bee5de30e238ed32ba2,0x2fb2ad2b9ebeb9fb81283d61f03fc6f96d36d8105ec357ae7d48a48fb7e02770
3,2021-10-19,MTA,2.4e+22,22320.531755871903,musd,13416500,14,Meta,0.9300221564946626,0xa3BeD4E1c75D00fa6f4E5E6922DB7261B5E9AcD2,1305460.9082921357,0x20b26be17c62c2d155f9f9a9a3dac7bc3fcaa48453224bee5de30e238ed32ba2,0x26eae09e3d73c52a99a11556462fa02cccad4461b2746132f8fbf1211d6256cf
3,2021-10-19,USDM,1.44e+22,14400.0,usdm,13417657,50,USDM,1.0,0x31d4Eb09a216e181eC8a43ce79226A487D6F0BA9,745705.0226001567,0x20b26be17c62c2d155f9f9a9a3dac7bc3fcaa48453224bee5de30e238ed32ba2,0x46d6d9189e8c6f6f6d27462d865445739dc88557f10e445199d2aac7d7d5148e
3,2021-10-19,MTA,1.92e+22,17856.425404697522,musd,13417716,14,Meta,0.9300221564946626,0xa3BeD4E1c75D00fa6f4E5E6922DB7261B5E9AcD2,1305460.9082921357,0x20b26be17c62c2d155f9f9a9a3dac7bc3fcaa48453224bee5de30e238ed32ba2,0x1ac9261aac3d86bfde0e4b8a23b82c5862df074e60649611fbd0a83e3b0ba9dc
3,2021-10-19,BADGER,1.6992e+21,45214.93034690914,ren,13428977,6,Badger,26.60953998758777,0x3472A5A71965499acd81997a54BBA8D852C6E53d,868439.9947904375,0x20b26be17c62c2d155f9f9a9a3dac7bc3fcaa48453224bee5de30e238ed32ba2,0x2cef9228282dd467506dbaddceb01c162b012535641d5e177b03d0051e00b530
3,2021-10-19,BADGER,1.1808e+21,31420.544817343638,tbtc,13428984,16,Badger,26.60953998758777,0x3472A5A71965499acd81997a54BBA8D852C6E53d,422352.2324743745,0x20b26be17c62c2d155f9f9a9a3dac7bc3fcaa48453224bee5de30e238ed32ba2,0x257db366af31084e1863770659ad2995eb461b39dc27e4151f06b9107e029045
3,2021-10-19,SPELL,2.88e+25,516916.1354539479,mim-ust,13433770,51,Spell Token,0.0179484769254843,0x090185f2135308BaD17527004364eBcC2D37e5F6,1005960.6888878555,0x20b26be17c62c2d155f9f9a9a3dac7bc3fcaa48453224bee5de30e238ed32ba2,0xeb6861288617cee00951f6706a45be46a474f9490853a6ef1ec3e9fd3604d34e
3,2021-10-19,ALCX,3.84e+20,137491.22209531188,alusd,13435114,36,Alchemix,358.0500575398747,0xdBdb4d16EdA451D0503b854CF79D55697F90c8DF,757897.4416833709,0x20b26be17c62c2d155f9f9a9a3dac7bc3fcaa48453224bee5de30e238ed32ba2,0x3d82e1df6c862fe52c863b1ff6d5e4a6086eae0e934d608d8132027fc940f38a
3,2021-10-19,ALCX,3.84e+20,137491.22209531188,aleth,13435116,48,Alchemix,358.0500575398747,0xdBdb4d16EdA451D0503b854CF79D55697F90c8DF,755801.8713896134,0x20b26be17c62c2d155f9f9a9a3dac7bc3fcaa48453224bee5de30e238ed32ba2,0xea024b2f0546e15757fcdaec4d9e56e129f441eed288e340301a3ad07e8b575d
3,2021-10-19,FXS,7.692288e+22,476873.36973555316,frax,13436574,32,Frax Share,6.199369676948564,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,2643690.3297588527,0x20b26be17c62c2d155f9f9a9a3dac7bc3fcaa48453224bee5de30e238ed32ba2,0x1afac412fba4a5147bfdb3dff07cbad37c8e87fdd622774019235372da255a2c
3,2021-10-19,CVX,9.6e+21,140385.4147076894,cvxcrv,13436715,41,Convex Token,14.623480698717646,0x4e3FBD56CD56c3e72c1403e103b45Db9da5B9D2B,954568.7753710031,0x20b26be17c62c2d155f9f9a9a3dac7bc3fcaa48453224bee5de30e238ed32ba2,0x0c59f859f8d3edc5d41b62342e0862ea4d9e48c9abda23e6e94ce1b65e87bd1e
3,2021-10-19,DAI,4.8e+22,48040.30486677295,eurs,13442531,22,Dai Stablecoin,1.0008396847244365,0x6B175474E89094C44Da98b954EedeAC495271d0F,333818.7338100202,0x20b26be17c62c2d155f9f9a9a3dac7bc3fcaa48453224bee5de30e238ed32ba2,0x22a1d0355200f237baa5c6f05c7da1e5986588f9ee232b4c19343b72f5e73d04
3,2021-10-19,DAI,4.8e+22,48040.30486677295,compound,13442537,0,Dai Stablecoin,1.0008396847244365,0x6B175474E89094C44Da98b954EedeAC495271d0F,247600.75663167986,0x20b26be17c62c2d155f9f9a9a3dac7bc3fcaa48453224bee5de30e238ed32ba2,0x1a3880d129591e1b2d22d8a660f286e57e0770d20a0f41bf76c325241645bcf8
4,2021-11-02,USDN,1.92e+23,192092.69102699868,usdn,13505573,13,Neutrino USD,1.0004827657656181,0x674C6Ad92Fd080e4004b2312b45f796a192D27a0,408266.17043815966,0xb439c625f9f4929f6b486f79d5ae6850971d179a088721924b53ecc518e33159,0x98bd9859f53562e66fc40c0194f5d793ab40f09993bddfe403d6e361cab7672e
4,2021-11-02,DAI,5.76e+22,57692.9947707868,usdp,13506891,30,Dai Stablecoin,1.0016144925483819,0x6B175474E89094C44Da98b954EedeAC495271d0F,125837.39963566313,0xb439c625f9f4929f6b486f79d5ae6850971d179a088721924b53ecc518e33159,0x44f52ce1c420ed4356107afdaf55585f43682abf9b6e12b675de1f0047388920
4,2021-11-02,ALCX,7.68e+20,347699.9807366239,alusd,13510726,36,Alchemix,452.7343499174791,0xdBdb4d16EdA451D0503b854CF79D55697F90c8DF,794280.8655645918,0xb439c625f9f4929f6b486f79d5ae6850971d179a088721924b53ecc518e33159,0xbdb7df76bf044a9bb0563a61c2723affbb0db07445e307c8ab7cb80ab807e6fa
4,2021-11-02,MTA,2.5822050533310862e+22,21683.375124029077,musd,13510981,14,Meta,0.8397232085057371,0xa3BeD4E1c75D00fa6f4E5E6922DB7261B5E9AcD2,285049.601086627,0xb439c625f9f4929f6b486f79d5ae6850971d179a088721924b53ecc518e33159,0xe1112fe3aa86b64d84ea3c0112877e989eb7707bbdd680e1bf19e8db4984b7cf
4,2021-11-02,WETH,9.6e+18,41459.10786586859,reth,13510999,35,Wrapped Ether,4318.657069361311,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,275364.58950383257,0xb439c625f9f4929f6b486f79d5ae6850971d179a088721924b53ecc518e33159,0x2e28d1232f1f969e9d80c7a931f5f6e7874706be72e7b3e1e1a309d1c7cd4cb6
4,2021-11-02,ALCX,8.64e+20,391162.4783287019,aleth,13511834,59,Alchemix,452.7343499174791,0xdBdb4d16EdA451D0503b854CF79D55697F90c8DF,907173.8761385526,0xb439c625f9f4929f6b486f79d5ae6850971d179a088721924b53ecc518e33159,0xad7a57965c1c9077251dfe3cd8417cca653fda853eec9183f8ea1703ac470f22
4,2021-11-02,BADGER,1.7856e+21,46360.94589377357,ren,13512330,6,Badger,25.96379138316172,0x3472A5A71965499acd81997a54BBA8D852C6E53d,788268.9824467702,0xb439c625f9f4929f6b486f79d5ae6850971d179a088721924b53ecc518e33159,0x7bc9b2041094636a9262e19075ecbe20d385bc31751ab386b96e73a7b949d72d
4,2021-11-02,BADGER,1.0944e+21,28414.773289732188,tbtc,13512330,15,Badger,25.96379138316172,0x3472A5A71965499acd81997a54BBA8D852C6E53d,481497.8068818136,0xb439c625f9f4929f6b486f79d5ae6850971d179a088721924b53ecc518e33159,0x0e1b8f928ea2a67af3a33a9efcff14b9bc1f8c9c9184e250f2dd93cfe4d03864
4,2021-11-02,DAI,9.6e+22,96154.99128464465,eurs,13512519,22,Dai Stablecoin,1.0016144925483819,0x6B175474E89094C44Da98b954EedeAC495271d0F,502439.6341867379,0xb439c625f9f4929f6b486f79d5ae6850971d179a088721924b53ecc518e33159,0xe27ebe85cac78b535b9fb4eeaf45772458d5567655430468ba65ab47967e7f88
4,2021-11-02,DAI,9.6e+22,96154.99128464465,compound,13512525,0,Dai Stablecoin,1.0016144925483819,0x6B175474E89094C44Da98b954EedeAC495271d0F,212750.40474678302,0xb439c625f9f4929f6b486f79d5ae6850971d179a088721924b53ecc518e33159,0x45bd0fc0c62ffde6ab22525c62cb51d7410c9009dea3b1a7ad7d70fa1d583840
4,2021-11-02,USDM,6.66432e+22,66643.2,usdm,13515317,61,USDM,1.0,0x31d4Eb09a216e181eC8a43ce79226A487D6F0BA9,564331.213949372,0xb439c625f9f4929f6b486f79d5ae6850971d179a088721924b53ecc518e33159,0xbd6fbb7e1dc635a056e9f8fcb07c84813b8f5d378acbca68bb9e889cdb9c92e8
4,2021-11-02,MTA,5.00179488e+22,42001.23244921169,musd,13517271,14,Meta,0.8397232085057371,0xa3BeD4E1c75D00fa6f4E5E6922DB7261B5E9AcD2,285049.601086627,0xb439c625f9f4929f6b486f79d5ae6850971d179a088721924b53ecc518e33159,0xc5247e437181fa0533b7912d96d053b17eddfb80289df2ada8311d7238171b66
4,2021-11-02,SPELL,4.32e+25,1292007.2012555508,mim-ust,13526663,62,Spell Token,0.02990757410313775,0x090185f2135308BaD17527004364eBcC2D37e5F6,3305401.982967371,0xb439c625f9f4929f6b486f79d5ae6850971d179a088721924b53ecc518e33159,0x585dcbb367e6a8da98c027766a4a02efc9be4385e003817665cde5b3ee49e277
4,2021-11-02,FXS,7.228896e+22,1014531.077028435,frax,13526782,33,Frax Share,14.034384739086507,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,2452127.8770513576,0xb439c625f9f4929f6b486f79d5ae6850971d179a088721924b53ecc518e33159,0x313fef88d85d2333a5f4c9b5b4a35498ea450d1c946c931f313f54f84fd539c1
4,2021-11-02,CVX,1.92e+22,576436.0191878981,cvxcrv,13529011,47,Convex Token,30.022709332703027,0x4e3FBD56CD56c3e72c1403e103b45Db9da5B9D2B,1434089.9871129324,0xb439c625f9f4929f6b486f79d5ae6850971d179a088721924b53ecc518e33159,0x306337136c19d51adce90de5768e5005aa1ebf0bbb77751c24906198be87e3b2
4,2021-11-02,MTA,8.016e+22,67312.21239381988,musd,13531010,14,Meta,0.8397232085057371,0xa3BeD4E1c75D00fa6f4E5E6922DB7261B5E9AcD2,285049.601086627,0xb439c625f9f4929f6b486f79d5ae6850971d179a088721924b53ecc518e33159,0xab61fe781b409e21b171bbf0ebd69ef2719063cd8572c7ca87a97d0097de910f
4,2021-11-02,DAI,9.6e+22,96154.99128464465,eurs,13531701,22,Dai Stablecoin,1.0016144925483819,0x6B175474E89094C44Da98b954EedeAC495271d0F,502439.6341867379,0xb439c625f9f4929f6b486f79d5ae6850971d179a088721924b53ecc518e33159,0x5db739c419f81dc5c4de93e37c92f560cab019f5a02dc0981052293d1235eb5c
4,2021-11-02,WETH,1.872e+19,80845.26033844375,reth,13534184,35,Wrapped Ether,4318.657069361311,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,275364.58950383257,0xb439c625f9f4929f6b486f79d5ae6850971d179a088721924b53ecc518e33159,0x7939bec8efa70f7ad690a874632f2e84c919e0f4fb9be23a2b99b9e491348611
4,2021-11-02,WETH,4800000000000000.0,20.729553932934294,usdt,13576722,1,Wrapped Ether,4318.657069361311,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,95.15830679407087,0xb59c1e06f38e5daaaa51e672174f6a4a65cf654d1e363ed25bf11153876fbaec,0xbfdcc8ccbc2d7225a2325563b2ff7a2d666f7f947a7dec097e905bbfedb3e149
5,2021-11-16,DAI,2.88e+18,2.889054962780554,usdt,13592203,1,Dai Stablecoin,1.0031440842988035,0x6B175474E89094C44Da98b954EedeAC495271d0F,8.889087886931797,0x77cebe9bd4bc9836f115774c7387839e77abe3dda61370c01d401ed9aa6cdf12,0x755290332ee3ee534f8c92d8b9a4e789f76b6b3981749ebaeaf9e51792d64b2a
5,2021-11-16,SPELL,4.32e+25,971649.180734488,mim-ust,13601957,63,Spell Token,0.022491879183668705,0x090185f2135308BaD17527004364eBcC2D37e5F6,2489543.984952497,0x77cebe9bd4bc9836f115774c7387839e77abe3dda61370c01d401ed9aa6cdf12,0x214b5cbdd5bd294a516aa99d694f3dc212a48af9d69fb266235cc68679e33b5f
5,2021-11-16,DAI,9.6e+22,96301.83209268513,eurs,13602487,22,Dai Stablecoin,1.0031440842988035,0x6B175474E89094C44Da98b954EedeAC495271d0F,254816.15529033548,0x77cebe9bd4bc9836f115774c7387839e77abe3dda61370c01d401ed9aa6cdf12,0x6946f7f2717761e6c4db426c9096f97f6793303856e4594e9e8a1f069a6f7034
5,2021-11-16,DAI,9.6e+22,96301.83209268513,eursusd,13602492,72,Dai Stablecoin,1.0031440842988035,0x6B175474E89094C44Da98b954EedeAC495271d0F,408084.5606715149,0x77cebe9bd4bc9836f115774c7387839e77abe3dda61370c01d401ed9aa6cdf12,0x0118456086e6a72d08deebcb6a3e09050f5dd31a388847728ce5dfd37dec5360
5,2021-11-16,FXS,2.36832e+21,45446.89882287345,f-d3pool,13616630,68,Frax Share,19.189509366501763,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,391460.7326322411,0x77cebe9bd4bc9836f115774c7387839e77abe3dda61370c01d401ed9aa6cdf12,0x40bb8f1a0f7bc3926df3885bc037f0f6f84cb7c0af13b6ccc70a6d8e90addd44
5,2021-11-16,FXS,1.1603328e+23,2226621.713385922,frax,13616643,33,Frax Share,19.189509366501763,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,5733513.082553045,0x77cebe9bd4bc9836f115774c7387839e77abe3dda61370c01d401ed9aa6cdf12,0x60570be1da2d4e4c64fb6c00eac49e44d27a69b9d9d9f3baba54189c59743ef6
5,2021-11-16,CVX,1.92e+22,573047.8899241609,cvxcrv,13616765,48,Convex Token,29.84624426688338,0x4e3FBD56CD56c3e72c1403e103b45Db9da5B9D2B,1727100.8415768968,0x77cebe9bd4bc9836f115774c7387839e77abe3dda61370c01d401ed9aa6cdf12,0xca6490dc6b6946cf301b88423be2e81056cbfcdd95aed028e291716522133e22
5,2021-11-16,ALCX,1.090944e+20,51849.905809867625,f-d3pool,13618405,68,Alchemix,475.27559443809787,0xdBdb4d16EdA451D0503b854CF79D55697F90c8DF,391460.7326322411,0x77cebe9bd4bc9836f115774c7387839e77abe3dda61370c01d401ed9aa6cdf12,0xa8e4689d5fb9b487f3e3f05f8873d9b616a6d021611116e87316048fc09bf72b
5,2021-11-16,ALCX,1.344e+21,638770.3989248036,alusd,13618419,36,Alchemix,475.27559443809787,0xdBdb4d16EdA451D0503b854CF79D55697F90c8DF,1727260.142999168,0x77cebe9bd4bc9836f115774c7387839e77abe3dda61370c01d401ed9aa6cdf12,0xffd8439c5f4881a7f6fa450386dfab86a4d917e95d24635bee621e400479c7ac
5,2021-11-16,ALCX,1.44e+21,684396.855990861,aleth,13618428,60,Alchemix,475.27559443809787,0xdBdb4d16EdA451D0503b854CF79D55697F90c8DF,1801774.5888500314,0x77cebe9bd4bc9836f115774c7387839e77abe3dda61370c01d401ed9aa6cdf12,0x11cc210d485798046306b8e14ef1861adafe5a9c945b11ff86e8492c4e8787bf
5,2021-11-16,TRIBE,4.032e+22,49280.65510085608,f-d3pool,13619013,68,Tribe,1.2222384697632955,0xc7283b66Eb1EB5FB86327f08e1B5816b0720212B,391460.7326322411,0x77cebe9bd4bc9836f115774c7387839e77abe3dda61370c01d401ed9aa6cdf12,0x50bc4732a920dccea6c90d4187b9d0db00b154628407ea74d885d716a2bb64a9
5,2021-11-16,MTA,1.488e+23,195805.18248288054,musd,13619512,14,Meta,1.3158950435677457,0xa3BeD4E1c75D00fa6f4E5E6922DB7261B5E9AcD2,512770.1133847714,0x77cebe9bd4bc9836f115774c7387839e77abe3dda61370c01d401ed9aa6cdf12,0xfeee8dc9652e20cc324d2d5260d2f091efe0097b842195d946d8cd3de9c48cd9
5,2021-11-16,DAI,5.76e+22,57781.09925561109,usdp,13620279,30,Dai Stablecoin,1.0031440842988035,0x6B175474E89094C44Da98b954EedeAC495271d0F,151035.10076736493,0x77cebe9bd4bc9836f115774c7387839e77abe3dda61370c01d401ed9aa6cdf12,0x936616ce163df467ef4b0baa986dffd47be11a54b71ff8d8e6650921e2b3f9b8
5,2021-11-16,EURS,96.0,1.1016195561911655,usdt,13620408,1,STASIS EURS Token,1.147520371032464,0xdB25f211AB05b1c97D595516F45794528a807ad8,8.889087886931797,0x77cebe9bd4bc9836f115774c7387839e77abe3dda61370c01d401ed9aa6cdf12,0xb575560e1bc1f04db5ad740ce784dcddd952335876724d405d61398e8966771c
6,2021-11-30,CRV,9.6e+19,450.5647801664915,cvxcrv,13687537,47,Curve DAO Token,4.693383126734287,0xD533a949740bb3306d119CC777fa900bA034cd52,1857991.3045860007,0x0c0550515f038293f31eb10dc002881d1f7f5c170bca3e9a23eec7900d499bf7,0x173ac603fd022456d61b7a06842ab6d016379748097f5d9006a222d48f2bc30b
6,2021-11-30,CRV,6.24e+19,292.8671071082195,cvxcrv,13688301,47,Curve DAO Token,4.693383126734287,0xD533a949740bb3306d119CC777fa900bA034cd52,1857991.3045860007,0x0c0550515f038293f31eb10dc002881d1f7f5c170bca3e9a23eec7900d499bf7,0x1a3a1d26090b3ff8068b0c40ddaca4dffcfd2730711e66becb34bc04eae98eb6
6,2021-11-30,CRV,9.696e+19,455.0704279681565,cvxcrv,13691076,47,Curve DAO Token,4.693383126734287,0xD533a949740bb3306d119CC777fa900bA034cd52,1857991.3045860007,0x0c0550515f038293f31eb10dc002881d1f7f5c170bca3e9a23eec7900d499bf7,0x6142ab6a9c50364cddd4f570718500fc568f1537e6c6ebf4c2f4c43805fc9752
6,2021-11-30,FXS,1.3564032e+23,2474456.261710819,frax,13700842,33,Frax Share,18.242778118709975,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,6122912.422412533,0x0c0550515f038293f31eb10dc002881d1f7f5c170bca3e9a23eec7900d499bf7,0x2c56eac56eab2ea7cffdec5c0651f05ff1e5819f8d32974f8ffb3bd79566e8c0
6,2021-11-30,ALCX,1.4784e+20,56649.55395923813,d3pool,13703328,66,Alchemix,383.18150675891593,0xdBdb4d16EdA451D0503b854CF79D55697F90c8DF,397944.3834902662,0x0c0550515f038293f31eb10dc002881d1f7f5c170bca3e9a23eec7900d499bf7,0x2505d392861c450250a9610b024907ef7affcdc5b844ce641b512aba95e31bbb
6,2021-11-30,ALCX,1.3632e+21,522353.0300137542,alusd,13703344,36,Alchemix,383.18150675891593,0xdBdb4d16EdA451D0503b854CF79D55697F90c8DF,1278021.8143544092,0x0c0550515f038293f31eb10dc002881d1f7f5c170bca3e9a23eec7900d499bf7,0xac1c29f022ccb00ba0a21d0cda53d15cd763ce2c432abfaf2c7543c92e207359
6,2021-11-30,ALCX,1.44e+21,551781.3697328389,aleth,13703345,59,Alchemix,383.18150675891593,0xdBdb4d16EdA451D0503b854CF79D55697F90c8DF,1351908.0218034636,0x0c0550515f038293f31eb10dc002881d1f7f5c170bca3e9a23eec7900d499bf7,0x5d641e6fc431c3499070072cb33da5ebfaccf48c19d62e4619e5f62d9e0a7a02
6,2021-11-30,CVX,2.4e+22,649225.894000864,cvxcrv,13705746,47,Convex Token,27.051078916702664,0x4e3FBD56CD56c3e72c1403e103b45Db9da5B9D2B,1857991.3045860007,0x0c0550515f038293f31eb10dc002881d1f7f5c170bca3e9a23eec7900d499bf7,0xcb4e82434cf8f2b5ce4cb8a60e17aef65fdc16fd03494b0fbf1b23010800a977
