round,date,token_symbol,amount,usd_amount,choice,block_number,choice_index,token_name,token_price,token_addr,score,proposal,tx_hash
44,2023-05-16,STG,7.68e+22,49305.91088408813,STG+USDC (0x3211…),17266239,60,StargateToken,0.6420040479698975,0xAf5191B0De278C7286d6C7CC6ab6BB8A73bA2Cd6,1048595.720959672,0x047d21430f2db321318515984a062d646e87ff77be6e1d545ee3b704d593bc57,0x209608a129b40ca23cd1e6a70493d9defa9c57acf09618ff7b90d40485ca976b
45,2023-05-30,wBETH,1.09255968e+19,20669.47178832584,ETH+wBETH (0xBfAb…),17333206,161,Wrapped Binance Beacon ETH,1891.839152285561,0xa2E3356610840701BDf5611a53974510Ae27E2e1,437238.19813687436,0x49c1c4a326813d795bfc77cee91953e74d1f48604e083f3aa9d3400ab274c312,0xea0fb7ff197f88a64f923548f9ef1ca00530caec93f2a903c25e8bcfcfd39535
45,2023-05-30,GNO,5.28e+19,6174.192062254814,xdai-WXDAI+USDC+USDT (0x7f90…),17336562,207,Gnosis Token,116.935455724523,0x6810e776880C02933D47DB1b9fc05908e5386b96,128826.73443979751,0x49c1c4a326813d795bfc77cee91953e74d1f48604e083f3aa9d3400ab274c312,0x82c2d6b05c787a82fae1875f5bcf9a67ce0e31dfd2a206ad12bfda078d37d5d2
45,2023-05-30,SPELL,5.28e+25,30730.479024757115,MIM+3Crv (0x5a6A…),17336836,29,Spell Token,0.0005820166481961574,0x090185f2135308BaD17527004364eBcC2D37e5F6,644444.8170402449,0x49c1c4a326813d795bfc77cee91953e74d1f48604e083f3aa9d3400ab274c312,0x3dac581bef6dc5e3bb6317fb494532ac922d1b458b8312ffb541afd7069f8f26
45,2023-05-30,ALCX,5.4624e+21,95144.71761085471,alUSD+FRAXBP (0xB30d…),17337249,86,Alchemix,17.418116141413062,0xdBdb4d16EdA451D0503b854CF79D55697F90c8DF,2427295.429749601,0x49c1c4a326813d795bfc77cee91953e74d1f48604e083f3aa9d3400ab274c312,0x15499e024ea45a178fdc44156244aa859540816a518b0eb9ae725afe422f18d6
45,2023-05-30,ALCX,5.4624e+21,95144.71761085471,ETH+alETH (0xC4C3…),17337249,37,Alchemix,17.418116141413062,0xdBdb4d16EdA451D0503b854CF79D55697F90c8DF,2040495.5174281662,0x49c1c4a326813d795bfc77cee91953e74d1f48604e083f3aa9d3400ab274c312,0x15499e024ea45a178fdc44156244aa859540816a518b0eb9ae725afe422f18d6
45,2023-05-30,ALCX,7.68e+20,13377.11319660523,alUSD+3Crv (0x43b4…),17337249,26,Alchemix,17.418116141413062,0xdBdb4d16EdA451D0503b854CF79D55697F90c8DF,286378.8512850212,0x49c1c4a326813d795bfc77cee91953e74d1f48604e083f3aa9d3400ab274c312,0x15499e024ea45a178fdc44156244aa859540816a518b0eb9ae725afe422f18d6
45,2023-05-30,MET,2.16e+21,3195.1995860292886,ETH+msETH (0xc897…),17338410,125,Metronome2,1.4792590676061523,0x2Ebd53d035150f328bd754D6DC66B99B0eDB89aa,132808.85788898738,0x49c1c4a326813d795bfc77cee91953e74d1f48604e083f3aa9d3400ab274c312,0x99e708a3405318c58fec1ca255a4478e5696d64576fa49c746af5bae32ed531b
45,2023-05-30,MET,4.08e+21,6035.376995833101,msUSD+FRAXBP (0xc3b1…),17338845,124,Metronome2,1.4792590676061523,0x2Ebd53d035150f328bd754D6DC66B99B0eDB89aa,125340.5042620424,0x49c1c4a326813d795bfc77cee91953e74d1f48604e083f3aa9d3400ab274c312,0xf81cc3ade8deb9073c7787a6c56c97e21edd72c563dcb2aeb59969123d29851c
45,2023-05-30,MET,2.16e+21,3195.1995860292886,msETH+frxETH (0x2d60…),17338845,145,Metronome2,1.4792590676061523,0x2Ebd53d035150f328bd754D6DC66B99B0eDB89aa,66435.60360224589,0x49c1c4a326813d795bfc77cee91953e74d1f48604e083f3aa9d3400ab274c312,0xf81cc3ade8deb9073c7787a6c56c97e21edd72c563dcb2aeb59969123d29851c
45,2023-05-30,CVX,1.02816e+22,46133.7159773012,WETH+CVX (0xB576…),17340648,45,Convex Token,4.487017193559485,0x4e3FBD56CD56c3e72c1403e103b45Db9da5B9D2B,1314899.150632722,0x49c1c4a326813d795bfc77cee91953e74d1f48604e083f3aa9d3400ab274c312,0xb5d89d4412f160260795ee48bb2a507e42f41c76c26bef27fd5f35e5fd188e1b
45,2023-05-30,CVX,2.60448e+21,11686.346540281806,CVX+FRAXBP (0xBEc5…),17340650,93,Convex Token,4.487017193559485,0x4e3FBD56CD56c3e72c1403e103b45Db9da5B9D2B,257331.20218892285,0x49c1c4a326813d795bfc77cee91953e74d1f48604e083f3aa9d3400ab274c312,0x8e1941205d9f015e904a33f9a6257eee43aa156a31325c2f065888d2dc3e69ae
45,2023-05-30,CVX,1.233792e+22,55360.45917276144,frxETH+CVX (0x47D5…),17340653,154,Convex Token,4.487017193559485,0x4e3FBD56CD56c3e72c1403e103b45Db9da5B9D2B,1360274.0992720558,0x49c1c4a326813d795bfc77cee91953e74d1f48604e083f3aa9d3400ab274c312,0xd08ae40851f308429d61381c435917c6e80b4d96aa476cb3afbd6bbf29e06c42
45,2023-05-30,CVX,8.821632e+22,395828.1445925455,CRV+cvxCRV (0x971a…),17340659,139,Convex Token,4.487017193559485,0x4e3FBD56CD56c3e72c1403e103b45Db9da5B9D2B,9270114.956785869,0x49c1c4a326813d795bfc77cee91953e74d1f48604e083f3aa9d3400ab274c312,0x4a5d37a739b521c713b7df77bf5308910b3c821c864e3e2f344957bd57b8b28e
45,2023-05-30,CVX,2.74176e+21,12302.324260613652,cvxCRV+FRAXBP (0x31c3…),17340662,94,Convex Token,4.487017193559485,0x4e3FBD56CD56c3e72c1403e103b45Db9da5B9D2B,281508.4400437887,0x49c1c4a326813d795bfc77cee91953e74d1f48604e083f3aa9d3400ab274c312,0xade2cf547e79f205801ed64bc81ebed6e50802f9059f02cd75654c6d435ff083
45,2023-05-30,CVX,1.528512e+22,68584.59624561995,FXS+cvxFXS (0xd658…),17340665,57,Convex Token,4.487017193559485,0x4e3FBD56CD56c3e72c1403e103b45Db9da5B9D2B,1487106.6000564264,0x49c1c4a326813d795bfc77cee91953e74d1f48604e083f3aa9d3400ab274c312,0x2c2ef2a86041faa8f3aca25765319e4c1a96c194118ad9560ac2a07c69279710
45,2023-05-30,CVX,8.2272e+20,3691.5587854852592,cvxFXS+FRAXBP (0x21d1…),17340668,95,Convex Token,4.487017193559485,0x4e3FBD56CD56c3e72c1403e103b45Db9da5B9D2B,94391.6508196242,0x49c1c4a326813d795bfc77cee91953e74d1f48604e083f3aa9d3400ab274c312,0xf423be656d02a6191a96ce98576df14b679cb20d55b7f72d369378500a12761e
45,2023-05-30,CVX,4.79808e+21,21529.06745607389,FPIS+cvxFPIS (0xfBB4…),17340672,142,Convex Token,4.487017193559485,0x4e3FBD56CD56c3e72c1403e103b45Db9da5B9D2B,464912.4281943118,0x49c1c4a326813d795bfc77cee91953e74d1f48604e083f3aa9d3400ab274c312,0xac9d97e88df848858c77483f805f19407e0ee3d2e471456ac23b2664a6198f97
45,2023-05-30,CNC,4.873846153846154e+21,24102.544552749598,ETH+CNC (0x838a…),17343428,134,Conic Finance Token,4.945282184118446,0x9aE380F0272E2162340a5bB646c354271c0F5cFC,513382.49400343513,0x49c1c4a326813d795bfc77cee91953e74d1f48604e083f3aa9d3400ab274c312,0x5f889562ded73b7821f55dd4c7651160f1934fafbc13491ea1d23ae8bc8d1225
45,2023-05-30,CRV,2.51616e+22,21495.04073841215,UZD+FRAXBP (0x6893…),17344720,141,Curve DAO Token,0.8542795664191526,0xD533a949740bb3306d119CC777fa900bA034cd52,472779.15833342035,0x49c1c4a326813d795bfc77cee91953e74d1f48604e083f3aa9d3400ab274c312,0xcdafaceb29c9225ec5aeee9b0b3f39db132586f90230ae07e7cbaef6ac224f3a
45,2023-05-30,MET,2.15904e+21,3193.779497324387,ETH+msETH (0xc897…),17345701,125,Metronome2,1.4792590676061523,0x2Ebd53d035150f328bd754D6DC66B99B0eDB89aa,132808.85788898738,0x49c1c4a326813d795bfc77cee91953e74d1f48604e083f3aa9d3400ab274c312,0xfa2679cdb41f38f24193cbccc07d83350bb92a7545c64f0b34d4843991586373
45,2023-05-30,OGV,3.19999968e+24,29258.1545577265,ETH+OETH (0x94B1…),17350410,160,Origin Dollar Governance,0.009143174213606952,0x9c354503C38481a7A7a51629142963F98eCC12D0,634628.1709344289,0x49c1c4a326813d795bfc77cee91953e74d1f48604e083f3aa9d3400ab274c312,0x0fdbcd9b9a9eb98fabb93401375aa190433d8c6f5c8df33504e7a816821169ac
45,2023-05-30,CRV,1.45248e+23,124082.39846324908,poly-USDR+am3CRV (0xa138…),17353420,188,Curve DAO Token,0.8542795664191526,0xD533a949740bb3306d119CC777fa900bA034cd52,2649498.919305589,0x49c1c4a326813d795bfc77cee91953e74d1f48604e083f3aa9d3400ab274c312,0x7b8db123038a5396358ec2647d13002f7f97c959828659703933df7c13dcc42e
45,2023-05-30,FXS,4.379712e+22,302049.4449373337,FRAX+USDC (0xDcEF…),17359096,80,Frax Share,6.896559521204447,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,6576978.095716636,0x49c1c4a326813d795bfc77cee91953e74d1f48604e083f3aa9d3400ab274c312,0x8d2f32525e30f788896242f4b2034c15eb702e0557086d7601a4b0d6b74cf99b
45,2023-05-30,FXS,2.74368e+21,18921.952427138214,alUSD+FRAXBP (0xB30d…),17359107,86,Frax Share,6.896559521204447,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,2427295.429749601,0x49c1c4a326813d795bfc77cee91953e74d1f48604e083f3aa9d3400ab274c312,0xb3ff887a205ae83350d8504263b0d85997bfe5c009463f7b95d29cf3d01f6d69
45,2023-05-30,FXS,8.1888e+20,5647.454660723897,eUSD+FRAXBP (0xAEda…),17359111,137,Frax Share,6.896559521204447,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,973756.5094849844,0x49c1c4a326813d795bfc77cee91953e74d1f48604e083f3aa9d3400ab274c312,0xf244713c15996dd2e9250f1c6018e39081b55eb12784e165699c53331e4d6467
45,2023-05-30,FXS,7.296e+20,5031.729826670764,DOLA+FRAXBP (0xE571…),17359117,91,Frax Share,6.896559521204447,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,1183618.9147777106,0x49c1c4a326813d795bfc77cee91953e74d1f48604e083f3aa9d3400ab274c312,0x508ae221c75759bfd8bf354c1d2496bf44d3da2b3da55d5fe56b027e8026e6ff
45,2023-05-30,FXS,5.1072e+20,3522.210878669535,clevUSD+FRAXBP (0x84C3…),17359127,122,Frax Share,6.896559521204447,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,74316.76434771193,0x49c1c4a326813d795bfc77cee91953e74d1f48604e083f3aa9d3400ab274c312,0xbaa30b271bde07b89878c136b636c097f556d959d141c566540cdcb10f2a773f
45,2023-05-30,FXS,3.4272e+20,2363.588879107188,TUSD+FRAXBP (0x33ba…),17359132,88,Frax Share,6.896559521204447,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,92926.06790730242,0x49c1c4a326813d795bfc77cee91953e74d1f48604e083f3aa9d3400ab274c312,0x2241b8f11227bc8cceec023dd3ce668b758e52ac0377e3be40ac9486ae38673b
45,2023-05-30,FXS,2.448e+20,1688.2777707908485,STG+FRAXBP (0x867f…),17359135,126,Frax Share,6.896559521204447,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,81191.04849776046,0x49c1c4a326813d795bfc77cee91953e74d1f48604e083f3aa9d3400ab274c312,0x2c4396a734881a5079b27026c35723ccede8d5ebaaffb798fc36a86e05ae8280
45,2023-05-30,FXS,1.632e+20,1125.5185138605657,UZD+FRAXBP (0x6893…),17359140,141,Frax Share,6.896559521204447,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,472779.15833342035,0x49c1c4a326813d795bfc77cee91953e74d1f48604e083f3aa9d3400ab274c312,0x5065c071fab6fd70ee2566c9bf5590530d6d3f0c3de407c745ccd1f37c2e9745
45,2023-05-30,FXS,1.4304e+20,986.483873913084,cvxCRV+FRAXBP (0x31c3…),17359143,94,Frax Share,6.896559521204447,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,281508.4400437887,0x49c1c4a326813d795bfc77cee91953e74d1f48604e083f3aa9d3400ab274c312,0xf3a378349221c16a61aae21c79a1d8bf31ffb16061399846560926b7931f0428
45,2023-05-30,FXS,1.4112e+20,973.2424796323716,mUSD+3Crv (0x8474…),17359148,10,Frax Share,6.896559521204447,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,20724.113792517997,0x49c1c4a326813d795bfc77cee91953e74d1f48604e083f3aa9d3400ab274c312,0x0858a17b8fedcd93f64d37f5ece4730ced529c97d3e1baa065db70b1aff23fba
45,2023-05-30,FXS,1.0944e+20,754.7594740006147,cvxFXS+FRAXBP (0x21d1…),17359153,95,Frax Share,6.896559521204447,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,94391.6508196242,0x49c1c4a326813d795bfc77cee91953e74d1f48604e083f3aa9d3400ab274c312,0xb409f11d2f21fe64d0455f2251912c8f6801d289c4f7216a24464c38d2f146fb
45,2023-05-30,FXS,9.12e+19,628.9662283338455,CVX+FRAXBP (0xBEc5…),17359158,93,Frax Share,6.896559521204447,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,257331.20218892285,0x49c1c4a326813d795bfc77cee91953e74d1f48604e083f3aa9d3400ab274c312,0xb07945356449477bfdb26f1fa1d89ad8bdd23a93837645301e094546bed61200
45,2023-05-30,FXS,9.024e+19,622.3455311934893,ALCX+FRAXBP (0x4149…),17359161,96,Frax Share,6.896559521204447,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,192568.30276616247,0x49c1c4a326813d795bfc77cee91953e74d1f48604e083f3aa9d3400ab274c312,0x18122929592f33901f143806b82035a4bc0b08a26274fcd1b20c4a9e7c0ba92a
45,2023-05-30,FXS,5.568e+19,384.0004341406636,USDD+FRAXBP (0x4606…),17359166,87,Frax Share,6.896559521204447,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,81190.04849776046,0x49c1c4a326813d795bfc77cee91953e74d1f48604e083f3aa9d3400ab274c312,0x36e5082c5e759df5ce92f2afd45424c50bf0f24726556631e9bae656c6cdc4dc
45,2023-05-30,FXS,5.28e+19,364.13834271959473,SDT+FRAXBP (0x3e3C…),17359169,108,Frax Share,6.896559521204447,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,81190.04849776046,0x49c1c4a326813d795bfc77cee91953e74d1f48604e083f3aa9d3400ab274c312,0xa752b8eb76201409b39f9a29e07575bb736af51cdbe05193ed7cba316562c419
45,2023-05-30,FXS,1.45488e+22,100336.66516209926,FRAX+3Crv (0xd632…),17359249,23,Frax Share,6.896559521204447,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,2442409.9674217864,0x49c1c4a326813d795bfc77cee91953e74d1f48604e083f3aa9d3400ab274c312,0xe2009c74311276be711dd8d24eed3819ae3e24cbd73137fc2a090f58ed72f238
45,2023-05-30,FXS,1.38528e+22,95536.65973534096,FRAX+FPI (0xf861…),17359276,69,Frax Share,6.896559521204447,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,2970949.8318866957,0x49c1c4a326813d795bfc77cee91953e74d1f48604e083f3aa9d3400ab274c312,0x17303832ca19ee5f750a3f5217f009ab632e8a9b37a1ebc99970ded85b40f4d8
45,2023-05-30,FXS,1.246752e+22,85982.99376180687,ETH+frxETH (0xa1F8…),17359449,105,Frax Share,6.896559521204447,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,4773647.830909904,0x49c1c4a326813d795bfc77cee91953e74d1f48604e083f3aa9d3400ab274c312,0x7267d16742403dd617f07faa1d11f486351f8b2c51761d4c444514f5eaec8ad3
45,2023-05-30,STG,7.2e+22,49698.981167151724,STG+USDC (0x3211…),17359451,60,StargateToken,0.6902636273215517,0xAf5191B0De278C7286d6C7CC6ab6BB8A73bA2Cd6,1050970.7058606746,0x49c1c4a326813d795bfc77cee91953e74d1f48604e083f3aa9d3400ab274c312,0x26e30880d6a26587ba3e7952fefaec37be206afa5ba6776910f186f3775766fa
45,2023-05-30,FXS,1.31616e+21,9076.975779428445,stETH+frxETH (0x4d9f…),17359503,147,Frax Share,6.896559521204447,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,191688.79622067555,0x49c1c4a326813d795bfc77cee91953e74d1f48604e083f3aa9d3400ab274c312,0x6147ee94878d9cc5f2292fcd813bb472c7eb34c3b149eba41fa9224a79e24b7e
45,2023-05-30,FXS,1.31616e+21,9076.975779428445,sETH+frxETH (0x663a…),17359507,148,Frax Share,6.896559521204447,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,192872.38313469428,0x49c1c4a326813d795bfc77cee91953e74d1f48604e083f3aa9d3400ab274c312,0xbecd336d43d661376935d405d1831effed88b9226ca1b8a771c460c4abae3fc6
45,2023-05-30,FXS,1.31616e+21,9076.975779428445,alETH+frxETH (0xB657…),17359513,149,Frax Share,6.896559521204447,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,192365.13034173343,0x49c1c4a326813d795bfc77cee91953e74d1f48604e083f3aa9d3400ab274c312,0x93179fa44329aadffb37b2774769e93a0d1a8c92651aa29e4972c595c405607c
45,2023-05-30,FXS,1.31616e+21,9076.975779428445,ankrETH+frxETH (0x41eA…),17359520,150,Frax Share,6.896559521204447,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,194588.75001792616,0x49c1c4a326813d795bfc77cee91953e74d1f48604e083f3aa9d3400ab274c312,0x00109b3520d5610969a9ccff540b6e1d0591edf0ed0d193ab6db3b09ad6cbb2b
45,2023-05-30,FXS,1.31616e+21,9076.975779428445,rETH+frxETH (0xe7c6…),17359525,151,Frax Share,6.896559521204447,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,192569.07856136,0x49c1c4a326813d795bfc77cee91953e74d1f48604e083f3aa9d3400ab274c312,0xa836277dfdf7e8ad32c653032888b392dde321c225e2ca6249f9c454f73d8352
45,2023-05-30,FXS,1.31616e+21,9076.975779428445,cbETH+frxETH (0x7306…),17359536,152,Frax Share,6.896559521204447,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,192945.2387266912,0x49c1c4a326813d795bfc77cee91953e74d1f48604e083f3aa9d3400ab274c312,0x8f7c18b624b507a099f7dbd88225a3ef39865cc3c5ac7ca3df794f1cced28081
45,2023-05-30,FXS,1.31616e+21,9076.975779428445,CRV+frxETH (0x442F…),17359541,153,Frax Share,6.896559521204447,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,191162.25923408705,0x49c1c4a326813d795bfc77cee91953e74d1f48604e083f3aa9d3400ab274c312,0xa969a8d9cc4bd9660df8a2af662b88b89706be62a2018612084541e935653787
45,2023-05-30,FXS,1.31616e+21,9076.975779428445,frxETH+CVX (0x47D5…),17359549,154,Frax Share,6.896559521204447,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,1360274.0992720558,0x49c1c4a326813d795bfc77cee91953e74d1f48604e083f3aa9d3400ab274c312,0x8ba01c9aad101ae76a80b8fe7eade5c55d25fab03c2c599e505c9d9931e99bd5
45,2023-05-30,CRV,1.870464e+22,15978.99174922634,DOLA+FRAXBP (0xE571…),17359770,91,Curve DAO Token,0.8542795664191526,0xD533a949740bb3306d119CC777fa900bA034cd52,1183618.9147777106,0x49c1c4a326813d795bfc77cee91953e74d1f48604e083f3aa9d3400ab274c312,0xf9ab4c74e159ecf9a58401b8e19b8ba458e88e9a8c81d5ada0fe0b94599eeb19
45,2023-05-30,CVX,3.3744e+20,1514.0990817947124,DOLA+FRAXBP (0xE571…),17359796,91,Convex Token,4.487017193559485,0x4e3FBD56CD56c3e72c1403e103b45Db9da5B9D2B,1183618.9147777106,0x49c1c4a326813d795bfc77cee91953e74d1f48604e083f3aa9d3400ab274c312,0x4139e820c8dece3711b760bdf82275c17246a965c3e088658b71fc0bfd9361a3
45,2023-05-30,INV,8.1792e+20,33138.782770877806,DOLA+FRAXBP (0xE571…),17360124,91,Inverse DAO,40.515921814942544,0x41D5D79431A913C4aE7d69a668ecdfE5fF9DFB68,1183618.9147777106,0x49c1c4a326813d795bfc77cee91953e74d1f48604e083f3aa9d3400ab274c312,0x61f075c26f277fae1e8156ba577f65d16d0c7623c0a46ad6ec231e9cf094b9fe
45,2023-05-30,CVX,1.81536e+21,8145.551532500146,ETH+frxETH (0xa1F8…),17360534,105,Convex Token,4.487017193559485,0x4e3FBD56CD56c3e72c1403e103b45Db9da5B9D2B,4773647.830909904,0x49c1c4a326813d795bfc77cee91953e74d1f48604e083f3aa9d3400ab274c312,0x39d02bf8840f4725ace930ae4d36596645af9f2b90e8ec29bf471e87ed793d1e
45,2023-05-30,CRV,9.813888e+22,83838.03985526126,ETH+frxETH (0xa1F8…),17360534,105,Curve DAO Token,0.8542795664191526,0xD533a949740bb3306d119CC777fa900bA034cd52,4773647.830909904,0x49c1c4a326813d795bfc77cee91953e74d1f48604e083f3aa9d3400ab274c312,0x39d02bf8840f4725ace930ae4d36596645af9f2b90e8ec29bf471e87ed793d1e
45,2023-05-30,FXS,6.67968e+21,46066.810702598916,ETH+frxETH (0xa1F8…),17360534,105,Frax Share,6.896559521204447,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,4773647.830909904,0x49c1c4a326813d795bfc77cee91953e74d1f48604e083f3aa9d3400ab274c312,0x39d02bf8840f4725ace930ae4d36596645af9f2b90e8ec29bf471e87ed793d1e
45,2023-05-30,CLEV,1.33248e+21,13826.056118600576,CVX+clevCVX (0xF907…),17362812,121,CLever Token,10.376182845971854,0x72953a5C32413614d24C29c84a66AE4B59581Bbf,290151.67628220096,0x49c1c4a326813d795bfc77cee91953e74d1f48604e083f3aa9d3400ab274c312,0x844e99a3020baf92ce8d03bf68188521df64958230e1b271d8ee9766122ac99b
45,2023-05-30,CLEV,7.104e+20,7371.240293778405,ETH+CLEV (0x342D…),17362812,123,CLever Token,10.376182845971854,0x72953a5C32413614d24C29c84a66AE4B59581Bbf,154462.9641471165,0x49c1c4a326813d795bfc77cee91953e74d1f48604e083f3aa9d3400ab274c312,0x844e99a3020baf92ce8d03bf68188521df64958230e1b271d8ee9766122ac99b
45,2023-05-30,sdFXS,3.84e+20,2648.2788561425073,SDT+FRAXBP (0x3e3C…),17364124,108,Stake DAO FXS,6.896559521204447,0x402F878BDd1f5C66FdAF0fabaBcF74741B68ac36,81190.04849776046,0x49c1c4a326813d795bfc77cee91953e74d1f48604e083f3aa9d3400ab274c312,0x17f187494b89cb5aa933eef93ae45269840440a438d2a793e1f364032cdb08c4
45,2023-05-30,eCFX,7.272744e+22,22749.215959439996,eCFX+ETH (0x5ac4…),17364181,146,ethereum Conflux,0.312801,0xA1f82E14bc09A1b42710dF1A8a999B62f294e592,477009.79424030293,0x49c1c4a326813d795bfc77cee91953e74d1f48604e083f3aa9d3400ab274c312,0x9decc2543ead05776afb6902040baa31abbd3e18748aa689da7a9dea9a204088
45,2023-05-30,CRV,7.62432e+21,6513.300783840873,STBT+3Crv (0x892D…),17364862,143,Curve DAO Token,0.8542795664191526,0xD533a949740bb3306d119CC777fa900bA034cd52,774512.9510863652,0x49c1c4a326813d795bfc77cee91953e74d1f48604e083f3aa9d3400ab274c312,0x3e6ad9d70d843721fd122e6c343f09838e880c45a87d6cf1bad0fa0cbdc729fb
45,2023-05-30,TUSD,2.112e+22,21106.62112571309,TUSD+3Crv (0xEcd5…),17364881,21,TrueUSD,0.9993665305735363,0x0000000000085d4780B73119b644AE5ecd22b376,457015.97786272725,0x49c1c4a326813d795bfc77cee91953e74d1f48604e083f3aa9d3400ab274c312,0x2eade3695799a758298d6c6cbd8c850cefef81aa18124cd755885bed4b575a41
45,2023-05-30,TUSD,1.92e+21,1918.7837387011898,TUSD+FRAXBP (0x33ba…),17364885,88,TrueUSD,0.9993665305735363,0x0000000000085d4780B73119b644AE5ecd22b376,92926.06790730242,0x49c1c4a326813d795bfc77cee91953e74d1f48604e083f3aa9d3400ab274c312,0x59fb387de1515bbda1b6d3967fdebc0c5174c097d69454e516550bdaed737588
45,2023-05-30,CVX,1.37184e+20,615.5469666812643,STBT+3Crv (0x892D…),17364886,143,Convex Token,4.487017193559485,0x4e3FBD56CD56c3e72c1403e103b45Db9da5B9D2B,774512.9510863652,0x49c1c4a326813d795bfc77cee91953e74d1f48604e083f3aa9d3400ab274c312,0x6abe6b67422ea179bb389773b5cc64d3013b5cf10a7874973c24ba7c8de854d1
45,2023-05-30,USDC,28608000000.0,28639.468641874828,STBT+3Crv (0x892D…),17364887,143,USD Coin,1.001099994472694,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,774512.9510863652,0x49c1c4a326813d795bfc77cee91953e74d1f48604e083f3aa9d3400ab274c312,0xfe9021c2b1a40efc5973061a928c9d15269b70633577ca8f1b717ea3cdcd536b
46,2023-06-13,GNO,5.28e+19,5784.671305738125,xdai-WXDAI+USDC+USDT (0x7f90…),17435549,220,Gnosis Token,109.55816866928268,0x6810e776880C02933D47DB1b9fc05908e5386b96,151817.85125039465,0xa9d64a38b919b890c8475f37d5d6bf830f5406a99e2d92145228192968f24c55,0x82e959e2fcf5e85c44d323cf4a15270c961d9d44ce3d788da6aa8989141618ea
46,2023-06-13,SPELL,5.28e+25,23477.387722211824,MIM+3Crv (0x5a6A…),17436297,29,Spell Token,0.00044464749473886034,0x090185f2135308BaD17527004364eBcC2D37e5F6,616225.7849229726,0xa9d64a38b919b890c8475f37d5d6bf830f5406a99e2d92145228192968f24c55,0x6fa36ce9f70a83c54aea8b603c5bf608e2ad2c3825804472df8a096e071654ee
46,2023-06-13,WETH,5.76e+16,100.37676902467018,ETH+CNC (0x838a…),17436883,134,Wrapped Ether,1742.652240011635,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,621766.579423214,0xa9d64a38b919b890c8475f37d5d6bf830f5406a99e2d92145228192968f24c55,0x1d9c04d09ac1d8855ec08f8f5394d5ee7a3e0e0590f1e5bc640a761797028ad6
46,2023-06-13,USDD,5.76e+21,5753.337151168272,USDD+3Crv (0xe6b5…),17439871,77,Decentralized USD,0.9988432554111581,0x0C10bF8FcB7Bf5412187A595ab97a3609160b5c6,153388.17997073467,0xa9d64a38b919b890c8475f37d5d6bf830f5406a99e2d92145228192968f24c55,0x496488d1ae3d6c4cbaa2228a4cb395c856d1039e176da0e6a71684d820a3511e
46,2023-06-13,USDD,1.92e+21,1917.7790503894234,USDD+FRAXBP (0x4606…),17439876,87,Decentralized USD,0.9988432554111581,0x0C10bF8FcB7Bf5412187A595ab97a3609160b5c6,50695.31964995941,0xa9d64a38b919b890c8475f37d5d6bf830f5406a99e2d92145228192968f24c55,0x79c1c927bcc91e148dd6fe5bceed891fcf9ebab6c1a20c85b498b839bd2d768c
46,2023-06-13,CVX,1.02816e+22,35373.67633717057,WETH+CVX (0xB576…),17440637,45,Convex Token,3.440483615115407,0x4e3FBD56CD56c3e72c1403e103b45Db9da5B9D2B,1075250.7801021165,0xa9d64a38b919b890c8475f37d5d6bf830f5406a99e2d92145228192968f24c55,0x67073233ac16edeac35b799aea6b9ea25885c634ae141519eedcc2e2320521fc
46,2023-06-13,CVX,2.60448e+21,8960.670765895775,CVX+FRAXBP (0xBEc5…),17440641,93,Convex Token,3.440483615115407,0x4e3FBD56CD56c3e72c1403e103b45Db9da5B9D2B,253306.29961333604,0xa9d64a38b919b890c8475f37d5d6bf830f5406a99e2d92145228192968f24c55,0x2da1f9cd2c1b1dcb4849163b2d0d4589186c56c339063ba69bc27a0cf97a7b91
