choice_index,choice_current,amount,symbol,score_current,price,usd,per,round,date,amount_last,usd_last,choice_last,block_number,token_name,token_price,token_addr,score_last,proposal,tx_hash,per_last,chng,forecast,choice
83,alUSD+FRAXBP (0xB30d…),"5,760",ALCX,2768798.110635966,10.53,60652.799999999996,0.0219,50.0,2023-08-08,"5,757",72881.56164345924,alUSD+FRAXBP (0xB30d…),17849394.0,Alchemix,12.659378585726758,0xdBdb4d16EdA451D0503b854CF79D55697F90c8DF,2717397.3513913075,0x2dba907ff2e905b98220207c71498aa41551d1df531bd16ad90d0eb4f95c2797,0x66674ea04b2e817f0de78f27d1259c32c213ab9319aaacc9122f8216b6e467a5,0.0268,-16.8,60652.799999999996,alUSD+FRAXBP (0xB30d…)
26,alUSD+3Crv (0x43b4…),576,ALCX,231060.35768879834,10.53,6065.28,0.0262,50.0,2023-08-08,768,9722.40275383815,alUSD+3Crv (0x43b4…),17849394.0,Alchemix,12.659378585726758,0xdBdb4d16EdA451D0503b854CF79D55697F90c8DF,302325.2765762279,0x2dba907ff2e905b98220207c71498aa41551d1df531bd16ad90d0eb4f95c2797,0x66674ea04b2e817f0de78f27d1259c32c213ab9319aaacc9122f8216b6e467a5,0.0322,-37.6,6065.28,alUSD+3Crv (0x43b4…)
101,ETH+frxETH (0xa1F8…),"105,129",CRV,5045413.053108823,0.481182,50586.00925248,0.0100,50.0,2023-08-08,"35,829",21962.1689202426,ETH+frxETH (0xa1F8…),17859508.0,Curve DAO Token,0.6129698111547981,0xD533a949740bb3306d119CC777fa900bA034cd52,4763469.768808316,0x2dba907ff2e905b98220207c71498aa41551d1df531bd16ad90d0eb4f95c2797,0xd33d815fc8971944fbbca9ae7c7c959eca46a109e37f666d69ec26ea04ec3f01,0.0046,130.3,50586.00925248,ETH+frxETH (0xa1F8…)
101,ETH+frxETH (0xa1F8…),nan,CRV,5045413.053108823,0.481182,,nan,50.0,2023-08-08,"36,954",22651.833514169088,ETH+frxETH (0xa1F8…),17864286.0,Curve DAO Token,0.6129698111547981,0xD533a949740bb3306d119CC777fa900bA034cd52,4763469.768808316,0x2dba907ff2e905b98220207c71498aa41551d1df531bd16ad90d0eb4f95c2797,0xa5be95ef324099f8961dde62c8eb2a9056377d98eaa9becf6147fdb54dc2d98d,0.0048,nan,,ETH+frxETH (0xa1F8…)
101,ETH+frxETH (0xa1F8…),"1,367",CVX,5045413.053108823,2.81,3841.3824,0.0008,50.0,2023-08-08,502,1632.6668034789773,ETH+frxETH (0xa1F8…),17859508.0,Convex Token,3.251806093608543,0x4e3FBD56CD56c3e72c1403e103b45Db9da5B9D2B,4763469.768808316,0x2dba907ff2e905b98220207c71498aa41551d1df531bd16ad90d0eb4f95c2797,0xd33d815fc8971944fbbca9ae7c7c959eca46a109e37f666d69ec26ea04ec3f01,0.0003,135.3,3841.3824,ETH+frxETH (0xa1F8…)
101,ETH+frxETH (0xa1F8…),nan,CVX,5045413.053108823,2.81,,nan,50.0,2023-08-08,480,1560.8669249321006,ETH+frxETH (0xa1F8…),17864286.0,Convex Token,3.251806093608543,0x4e3FBD56CD56c3e72c1403e103b45Db9da5B9D2B,4763469.768808316,0x2dba907ff2e905b98220207c71498aa41551d1df531bd16ad90d0eb4f95c2797,0xa5be95ef324099f8961dde62c8eb2a9056377d98eaa9becf6147fdb54dc2d98d,0.0003,nan,,ETH+frxETH (0xa1F8…)
104,SDT+FRAXBP (0x3e3C…),288,sdFXS,83178.54541924421,5.85,1684.8,0.0203,50.0,2023-08-08,288,1818.669010315106,SDT+FRAXBP (0x3e3C…),17862158.0,Stake DAO FXS,6.314822952483008,0x402F878BDd1f5C66FdAF0fabaBcF74741B68ac36,75499.32539417999,0x2dba907ff2e905b98220207c71498aa41551d1df531bd16ad90d0eb4f95c2797,0x566c0c1f02717ddb12203e424b51daf9f09e5f283bf2cc8c33d6be0a6c3cbbd7,0.0241,-7.4,1684.8,SDT+FRAXBP (0x3e3C…)
154,ETH+OETH (0x94B1…),"11,715,203",OGV,2882403.932893243,0.00650094,76159.8289304064,0.0264,50.0,2023-08-08,"13,536,000",102545.88362955906,ETH+OETH (0x94B1…),17843998.0,Origin Dollar Governance,0.0075757892752333,0x9c354503C38481a7A7a51629142963F98eCC12D0,3242075.584141069,0x2dba907ff2e905b98220207c71498aa41551d1df531bd16ad90d0eb4f95c2797,0xfbc1705feba8d4199e9d18cd14edc52cf58988d98855f3c1942be7efdcbfcbd4,0.0316,-25.7,76159.8289304064,ETH+OETH (0x94B1…)
223,,nan,GNO,,,,nan,50.0,2023-08-08,19,2107.7781669440337,xdai-WXDAI+USDC+USDT (0x7f90…),17834042.0,Gnosis Token,109.7801128616684,0x6810e776880C02933D47DB1b9fc05908e5386b96,65011.209213712,0x2dba907ff2e905b98220207c71498aa41551d1df531bd16ad90d0eb4f95c2797,0xfe021f4261b54df7a25eaccb9f81f253ab6b4eeae208989ccc1dace0993646c0,0.0324,nan,2390.7695571733598,xdai-WXDAI+USDC+USDT (0x7f90…)
135,,nan,USDC,,,,nan,50.0,2023-08-08,0,28802.09294449964,UZD+FRAXBP (0x6893…),17848698.0,USD Coin,1.0000726716840154,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,951982.49517417,0x2dba907ff2e905b98220207c71498aa41551d1df531bd16ad90d0eb4f95c2797,0x0bed22b406a5050ff279998bf23b209c590813a7fd5dd6cc86a4d4b62afd932e,0.0303,nan,32669.076886028735,UZD+FRAXBP (0x6893…)
181,,nan,USDC,,,,nan,50.0,2023-08-08,0,6872.179376557614,zETH+frxETH (0xfC89…),17848705.0,USD Coin,1.0000726716840154,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,216850.06448402052,0x2dba907ff2e905b98220207c71498aa41551d1df531bd16ad90d0eb4f95c2797,0x53fb3bfe9d6fab0a850402266a80b0ca1224ffba2a5b3eb4ba563e971ec95224,0.0317,nan,,zETH+frxETH (0xfC89…)
196,,nan,CVX,,,,nan,50.0,2023-08-08,"9,600",31217.338498642013,crvUSD+WETH+CRV (0x4eBd…),17856173.0,Convex Token,3.251806093608543,0x4e3FBD56CD56c3e72c1403e103b45Db9da5B9D2B,977102.2648874612,0x2dba907ff2e905b98220207c71498aa41551d1df531bd16ad90d0eb4f95c2797,0xc962a9b7f7b0684856f169cab0df462fa9a68e9fab590fbe699c08c8bb2d6ba8,0.0319,nan,35408.594561322694,crvUSD+WETH+CRV (0x4eBd…)
135,,nan,FXS,,,,nan,50.0,2023-08-08,172,1085.13917615468,UZD+FRAXBP (0x6893…),17859224.0,Frax Share,6.314822952483008,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,951982.49517417,0x2dba907ff2e905b98220207c71498aa41551d1df531bd16ad90d0eb4f95c2797,0x26417eadd6e942d4a86d3bb279217af0bd5343aef455394a000f4d4c5fd114a1,0.0011,nan,1230.8305249257635,UZD+FRAXBP (0x6893…)
23,,nan,FXS,,,,nan,50.0,2023-08-08,"2,474",15622.36679860676,FRAX+3Crv (0xd632…),17859295.0,Frax Share,6.314822952483008,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,489995.9430961454,0x2dba907ff2e905b98220207c71498aa41551d1df531bd16ad90d0eb4f95c2797,0xd3ef6823457680f07545645f60293fe047f014c59020212f6b3c30b1cef9d92c,0.0319,nan,,FRAX+3Crv (0xd632…)
