choice_index,choice_current,amount,symbol,score_current,price,usd,per,round,date,amount_last,usd_last,choice_last,block_number,token_name,token_price,token_addr,score_last,proposal,tx_hash,per_last,chng,forecast,choice
120,STG+FRAXBP (0x867f…),230,FXS,63078.289246289336,5.85,1347.84,0.0214,50.0,2023-08-08,231,1460.9974382864689,STG+FRAXBP (0x867f…),17859220.0,Frax Share,6.314822952483008,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,58695.74277313407,0x2dba907ff2e905b98220207c71498aa41551d1df531bd16ad90d0eb4f95c2797,0xd123d734c9fa01846b267ae8b9c9c8114d267e6f0423f19201ee68c195b111bb,0.0249,-7.7,1347.84,STG+FRAXBP (0x867f…)
119,msUSD+FRAXBP (0xc3b1…),168,FXS,537406.8898051754,5.85,982.8,0.0018,50.0,2023-08-08,110,697.156453954124,msUSD+FRAXBP (0xc3b1…),17859240.0,Frax Share,6.314822952483008,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,477191.21410358296,0x2dba907ff2e905b98220207c71498aa41551d1df531bd16ad90d0eb4f95c2797,0x00223b70ecb9e6b406f008cb85970719a547f1cb22f3c4dbba40a5335cd26ed5,0.0015,41.0,982.8,msUSD+FRAXBP (0xc3b1…)
92,cvxFXS+FRAXBP (0x21d1…),135,FXS,154548.82864726672,5.85,791.856,0.0051,50.0,2023-08-08,132,836.5877447449488,cvxFXS+FRAXBP (0x21d1…),17859237.0,Frax Share,6.314822952483008,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,137058.7184215542,0x2dba907ff2e905b98220207c71498aa41551d1df531bd16ad90d0eb4f95c2797,0x3bfc8f00d903ce4f852f58fa51a1737bbc44be7dcaec60fe64a9572c7b3c506b,0.0061,-5.3,791.856,cvxFXS+FRAXBP (0x21d1…)
117,clevUSD+FRAXBP (0x84C3…),112,FXS,43026.4629973644,5.85,657.0719999999999,0.0153,50.0,2023-08-08,105,660.783073747822,clevUSD+FRAXBP (0x84C3…),17859246.0,Frax Share,6.314822952483008,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,37456.68036143728,0x2dba907ff2e905b98220207c71498aa41551d1df531bd16ad90d0eb4f95c2797,0x5b89e17183bb12966a207ee63883e5d8fec71f97f8e25bf960b617ce3b1eeea2,0.0176,-0.6,657.0719999999999,clevUSD+FRAXBP (0x84C3…)
150,COIL+FRAXBP (0xAF42…),111,FXS,42862.32087161854,5.85,651.4559999999999,0.0152,50.0,2023-08-08,161,1018.4546457764596,COIL+FRAXBP (0xAF42…),17859231.0,Frax Share,6.314822952483008,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,49162.149347601415,0x2dba907ff2e905b98220207c71498aa41551d1df531bd16ad90d0eb4f95c2797,0x20f279bcea84f383b0ac131d6185ff747b3fe7a8211d3aee5357896c9a0b2c0f,0.0207,-36.0,651.4559999999999,COIL+FRAXBP (0xAF42…)
91,cvxCRV+FRAXBP (0x31c3…),84,FXS,299135.699896746,5.85,488.5919999999999,0.0016,50.0,2023-08-08,89,563.787393197683,cvxCRV+FRAXBP (0x31c3…),17859252.0,Frax Share,6.314822952483008,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,286580.9181494031,0x2dba907ff2e905b98220207c71498aa41551d1df531bd16ad90d0eb4f95c2797,0xdcd3369caf1add2a74c8c733967e32913a86b93373280a5d8744d95591eaa404,0.0020,-13.3,488.5919999999999,cvxCRV+FRAXBP (0x31c3…)
104,SDT+FRAXBP (0x3e3C…),77,FXS,83178.54541924421,5.85,449.28,0.0054,50.0,2023-08-08,75,472.8539426819276,SDT+FRAXBP (0x3e3C…),17859275.0,Frax Share,6.314822952483008,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,75499.32539417999,0x2dba907ff2e905b98220207c71498aa41551d1df531bd16ad90d0eb4f95c2797,0x1f0255bdea7d0e1587ae2773765125dd2cbbdb9dd5d034f15c807e22848d4c6d,0.0063,-5.0,449.28,SDT+FRAXBP (0x3e3C…)
90,CVX+FRAXBP (0xBEc5…),60,FXS,287955.84033742215,5.85,353.80799999999994,0.0012,50.0,2023-08-08,79,497.1028628194624,CVX+FRAXBP (0xBEc5…),17859256.0,Frax Share,6.314822952483008,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,271450.8429658744,0x2dba907ff2e905b98220207c71498aa41551d1df531bd16ad90d0eb4f95c2797,0xf32c09de1ebb6b6a2ad07bbfd913e7cdd597fe7337e02c07ade7caf739e33caf,0.0018,-28.8,353.80799999999994,CVX+FRAXBP (0xBEc5…)
85,TUSD+FRAXBP (0x33ba…),21,FXS,4478.979307643787,5.85,123.55199999999999,0.0276,50.0,2023-08-08,37,236.4269713409638,TUSD+FRAXBP (0x33ba…),17859278.0,Frax Share,6.314822952483008,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,37120.69132172954,0x2dba907ff2e905b98220207c71498aa41551d1df531bd16ad90d0eb4f95c2797,0x9a368f21e5532df0e050fe6926ff5db945504f03ec53bd643a985876d89dd501,0.0064,-47.7,123.55199999999999,TUSD+FRAXBP (0x33ba…)
66,FRAX+FPI (0xf861…),"4,723",FXS,1100519.5438299961,5.85,27630.719999999998,0.0251,50.0,2023-08-08,"4,909",31002.244395838177,FRAX+FPI (0xf861…),17859406.0,Frax Share,6.314822952483008,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,997070.8065930128,0x2dba907ff2e905b98220207c71498aa41551d1df531bd16ad90d0eb4f95c2797,0xeab35a666b3fee58720947e21043d13a4be6f34ed1158d8c799c8cc0a49083db,0.0311,-10.9,27630.719999999998,FRAX+FPI (0xf861…)
170,FRAX+crvUSD (0x0CD6…),"1,161",FXS,268788.9295217509,5.85,6789.744000000001,0.0253,50.0,2023-08-08,883,5577.251631632992,FRAX+crvUSD (0x0CD6…),17859313.0,Frax Share,6.314822952483008,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,173537.47884683195,0x2dba907ff2e905b98220207c71498aa41551d1df531bd16ad90d0eb4f95c2797,0x18c0d3a300f4cb5048a1ce39991b0dede2e267ab983a7eedcb63cf7010367e98,0.0321,21.7,6789.744000000001,FRAX+crvUSD (0x0CD6…)
138,FRAX+USDP (0xaE34…),"9,904",FXS,2356180.908514617,5.85,57940.272,0.0246,50.0,2023-08-08,"10,166",64199.01606412325,FRAX+USDP (0xaE34…),17859283.0,Frax Share,6.314822952483008,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,2047780.905771124,0x2dba907ff2e905b98220207c71498aa41551d1df531bd16ad90d0eb4f95c2797,0x5bd729470c06982bf50ed28ce4831f685afc8ecbb011c4cec9ea6b44c1225669,0.0314,-9.7,57940.272,FRAX+USDP (0xaE34…)
101,ETH+frxETH (0xa1F8…),"7,314",FXS,5045413.053108823,5.85,42788.304,0.0085,50.0,2023-08-08,"11,328",71534.3144057275,ETH+frxETH (0xa1F8…),17859411.0,Frax Share,6.314822952483008,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,4763469.768808316,0x2dba907ff2e905b98220207c71498aa41551d1df531bd16ad90d0eb4f95c2797,0x911e521a16667ade364c7b2ac65ab92ea8d9c368471428a9e506fdb0c3d59c71,0.0150,-40.2,42788.304,ETH+frxETH (0xa1F8…)
101,ETH+frxETH (0xa1F8…),nan,FXS,5045413.053108823,5.85,,nan,50.0,2023-08-08,"2,444",15434.437667540868,ETH+frxETH (0xa1F8…),17859508.0,Frax Share,6.314822952483008,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,4763469.768808316,0x2dba907ff2e905b98220207c71498aa41551d1df531bd16ad90d0eb4f95c2797,0xd33d815fc8971944fbbca9ae7c7c959eca46a109e37f666d69ec26ea04ec3f01,0.0032,nan,,ETH+frxETH (0xa1F8…)
101,ETH+frxETH (0xa1F8…),nan,FXS,5045413.053108823,5.85,,nan,50.0,2023-08-08,"2,457",15513.246657987856,ETH+frxETH (0xa1F8…),17864286.0,Frax Share,6.314822952483008,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,4763469.768808316,0x2dba907ff2e905b98220207c71498aa41551d1df531bd16ad90d0eb4f95c2797,0xa5be95ef324099f8961dde62c8eb2a9056377d98eaa9becf6147fdb54dc2d98d,0.0033,nan,,ETH+frxETH (0xa1F8…)
101,ETH+frxETH (0xa1F8…),"6,489",FXS,5045413.053108823,5.85,37958.544,0.0075,50.0,2023-08-08,"11,328",71534.3144057275,ETH+frxETH (0xa1F8…),17859411.0,Frax Share,6.314822952483008,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,4763469.768808316,0x2dba907ff2e905b98220207c71498aa41551d1df531bd16ad90d0eb4f95c2797,0x911e521a16667ade364c7b2ac65ab92ea8d9c368471428a9e506fdb0c3d59c71,0.0150,-46.9,37958.544,ETH+frxETH (0xa1F8…)
101,ETH+frxETH (0xa1F8…),nan,FXS,5045413.053108823,5.85,,nan,50.0,2023-08-08,"2,444",15434.437667540868,ETH+frxETH (0xa1F8…),17859508.0,Frax Share,6.314822952483008,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,4763469.768808316,0x2dba907ff2e905b98220207c71498aa41551d1df531bd16ad90d0eb4f95c2797,0xd33d815fc8971944fbbca9ae7c7c959eca46a109e37f666d69ec26ea04ec3f01,0.0032,nan,,ETH+frxETH (0xa1F8…)
101,ETH+frxETH (0xa1F8…),nan,FXS,5045413.053108823,5.85,,nan,50.0,2023-08-08,"2,457",15513.246657987856,ETH+frxETH (0xa1F8…),17864286.0,Frax Share,6.314822952483008,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,4763469.768808316,0x2dba907ff2e905b98220207c71498aa41551d1df531bd16ad90d0eb4f95c2797,0xa5be95ef324099f8961dde62c8eb2a9056377d98eaa9becf6147fdb54dc2d98d,0.0033,nan,,ETH+frxETH (0xa1F8…)
141,stETH+frxETH (0x4d9f…),584,FXS,137563.1542681197,5.85,3414.5279999999993,0.0248,50.0,2023-08-08,523,3303.915368739109,stETH+frxETH (0x4d9f…),17859441.0,Frax Share,6.314822952483008,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,105289.60582372783,0x2dba907ff2e905b98220207c71498aa41551d1df531bd16ad90d0eb4f95c2797,0x5b4f07d9429a292681d92c060c3771e9b0fe0389527ccce516a1f529960c7bb5,0.0314,3.3,3414.5279999999993,stETH+frxETH (0x4d9f…)
148,frxETH+CVX (0x47D5…),609,FXS,1531226.0033869043,5.85,3560.544,0.0023,50.0,2023-08-08,490,3091.73731753568,frxETH+CVX (0x47D5…),17859482.0,Frax Share,6.314822952483008,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,1393178.3217598551,0x2dba907ff2e905b98220207c71498aa41551d1df531bd16ad90d0eb4f95c2797,0xaf9fc789a1a6b67a35141af2e63546707fb6fd329f7d1d74da43257be721c9a5,0.0022,15.2,3560.544,frxETH+CVX (0x47D5…)
142,sETH+frxETH (0x663a…),114,FXS,53891.935990868806,5.85,668.304,0.0124,50.0,2023-08-08,145,915.3967351919368,sETH+frxETH (0x663a…),17859488.0,Frax Share,6.314822952483008,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,153988.74100687273,0x2dba907ff2e905b98220207c71498aa41551d1df531bd16ad90d0eb4f95c2797,0xf683c8ef8b4d42ccf59e8f073244df363b68498af245fd0341e2025b8d207591,0.0059,-27.0,668.304,sETH+frxETH (0x663a…)
145,rETH+frxETH (0xe7c6…),168,FXS,59976.00332940941,5.85,982.8,0.0164,50.0,2023-08-08,143,903.2722751231694,rETH+frxETH (0xe7c6…),17859491.0,Frax Share,6.314822952483008,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,46240.1561092559,0x2dba907ff2e905b98220207c71498aa41551d1df531bd16ad90d0eb4f95c2797,0x9e6c42fb1e78cf0e29d8fd9bbfadcbefbc38fd3f5bf90ce005dc8d49dbbe0a16,0.0195,8.8,982.8,rETH+frxETH (0xe7c6…)
146,cbETH+frxETH (0x7306…),138,FXS,46211.65123589018,5.85,808.704,0.0175,50.0,2023-08-08,134,848.7122048137162,cbETH+frxETH (0x7306…),17859495.0,Frax Share,6.314822952483008,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,46914.64076405928,0x2dba907ff2e905b98220207c71498aa41551d1df531bd16ad90d0eb4f95c2797,0xe2caea9eedaf682394df890930ba01b63c83e439026a8b99c0984e49db13e05d,0.0181,-4.7,808.704,cbETH+frxETH (0x7306…)
144,ankrETH+frxETH (0x41eA…),76,FXS,53889.935990868806,5.85,443.664,0.0082,50.0,2023-08-08,142,897.2100450887857,ankrETH+frxETH (0x41eA…),17859497.0,Frax Share,6.314822952483008,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,46212.65289027556,0x2dba907ff2e905b98220207c71498aa41551d1df531bd16ad90d0eb4f95c2797,0xcf87db899cbcbe79b4469d13a840b1ac16019f9998474981763c03c98a61ab89,0.0194,-50.6,443.664,ankrETH+frxETH (0x41eA…)
139,msETH+frxETH (0x2d60…),54,FXS,174541.68663256444,5.85,314.496,0.0018,50.0,2023-08-08,137,866.8988949168673,msETH+frxETH (0x2d60…),17859501.0,Frax Share,6.314822952483008,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,46568.06596805219,0x2dba907ff2e905b98220207c71498aa41551d1df531bd16ad90d0eb4f95c2797,0x45db88970b693c1cb3a82f5850b4191fc8892ea90b5343d64ed6c94058973548,0.0186,-63.7,314.496,msETH+frxETH (0x2d60…)
