choice_index,choice_current,amount,symbol,score_current,price,usd,per,round,date,amount_last,usd_last,choice_last,block_number,token_name,token_price,token_addr,score_last,proposal,tx_hash,per_last,chng,forecast,choice
195,msETH+WETH (0xa4c5…),"8,160",MET,2.6197005355638563,1.043,8510.88,3248.7988,,,nan,,,,,,,,,,nan,nan,8510.88,msETH+WETH (0xa4c5…)
119,msUSD+FRAXBP (0xc3b1…),"12,000",MET,2.6197005355638563,1.043,12516.0,4777.6453,51.0,2023-08-22,"12,000",13377.918022542672,msUSD+FRAXBP (0xc3b1…),17945378.0,Metronome2,1.114826501878556,0x2Ebd53d035150f328bd754D6DC66B99B0eDB89aa,537406.8898051754,0x3596ed9e1a2e0a0bb542f9ac1c0254df935a90422a807f0f8a4bf8e23e1fee70,0xd2335aa27ac61274c9e8ae08f5d119ed5010fa822b96dd108ec98aa7376c0acb,0.0249,-6.4,12516.0,msUSD+FRAXBP (0xc3b1…)
227,,nan,GNO,,,,nan,51.0,2023-08-22,14,1461.8447875037843,xdai-WXDAI+USDC+USDT (0x7f90…),17934080.0,Gnosis Token,101.51699913220725,0x6810e776880C02933D47DB1b9fc05908e5386b96,53684.50232823477,0x3596ed9e1a2e0a0bb542f9ac1c0254df935a90422a807f0f8a4bf8e23e1fee70,0xf51217e8eb072e277058850308b4ee7c8ca0b06ab695091baa0eb6ff39e43547,0.0272,nan,1433.4682171117527,xdai-WXDAI+USDC+USDT (0x7f90…)
21,,nan,TUSD,,,,nan,51.0,2023-08-22,"6,720",6715.059492080872,TUSD+3Crv (0xEcd5…),17939925.0,TrueUSD,0.9992648053691774,0x0000000000085d4780B73119b644AE5ecd22b376,254436.1913185848,0x3596ed9e1a2e0a0bb542f9ac1c0254df935a90422a807f0f8a4bf8e23e1fee70,0xb3b02eaeef13f6d3a4a76eed9e4ea8cdde1b2a396b5616be33d69d7c23919523,0.0264,nan,6584.710251181574,TUSD+3Crv (0xEcd5…)
159,,nan,TUSD,,,,nan,51.0,2023-08-22,"2,208",2206.376690255144,TUSD+crvUSD (0x34D6…),17939935.0,TrueUSD,0.9992648053691774,0x0000000000085d4780B73119b644AE5ecd22b376,81365.90953743075,0x3596ed9e1a2e0a0bb542f9ac1c0254df935a90422a807f0f8a4bf8e23e1fee70,0x5a17581613f19c626ab7bda1ffedd51fc28c28af9c8b30a8c91c0ccc99e67f6b,0.0271,nan,,TUSD+crvUSD (0x34D6…)
74,,nan,USDD,,,,nan,51.0,2023-08-22,"5,760",5748.17223065044,USDD+3Crv (0xe6b5…),17939942.0,Decentralized USD,0.9979465678212568,0x0C10bF8FcB7Bf5412187A595ab97a3609160b5c6,217459.55363049667,0x3596ed9e1a2e0a0bb542f9ac1c0254df935a90422a807f0f8a4bf8e23e1fee70,0x78f4eedefef0289276e54ac166c9fb94a742582de0d55ca2c2dd52740264777f,0.0264,nan,5636.591702181953,USDD+3Crv (0xe6b5…)
148,,nan,CVX,,,,nan,51.0,2023-08-22,"12,612",36310.82346102262,frxETH+CVX (0x47D5…),17940396.0,Convex Token,2.8789598446160167,0x4e3FBD56CD56c3e72c1403e103b45Db9da5B9D2B,1531226.0033869045,0x3596ed9e1a2e0a0bb542f9ac1c0254df935a90422a807f0f8a4bf8e23e1fee70,0xb5778039d0b246903d9ac2820e32f0964d4959c6f1bb7c6da95c3461e3f69bb7,0.0237,nan,35605.97664914337,frxETH+CVX (0x47D5…)
182,,nan,CVX,,,,nan,51.0,2023-08-22,"19,371",55767.98567487551,FXS+cvxFXS (0x6a90…),17940410.0,Convex Token,2.8789598446160167,0x4e3FBD56CD56c3e72c1403e103b45Db9da5B9D2B,2156043.096092,0x3596ed9e1a2e0a0bb542f9ac1c0254df935a90422a807f0f8a4bf8e23e1fee70,0x5b18077d9d2a20cbc23771b07d3acd3153112da679b9df57f7ae94ad0176bc3b,0.0259,nan,,FXS+cvxFXS (0x6a90…)
136,,nan,CVX,,,,nan,51.0,2023-08-22,"4,798",13813.479651255217,FPIS+cvxFPIS (0xfBB4…),17940415.0,Convex Token,2.8789598446160167,0x4e3FBD56CD56c3e72c1403e103b45Db9da5B9D2B,535271.5393075983,0x3596ed9e1a2e0a0bb542f9ac1c0254df935a90422a807f0f8a4bf8e23e1fee70,0xdadf18807748d8fc856df9be01c0d38d1500cd75990c1d677a0f5452b0d2c6cc,0.0258,nan,,FPIS+cvxFPIS (0xfBB4…)
193,,nan,GRAI,,,,nan,51.0,2023-08-22,"2,400",2354.5369566355,GRAI+FRAXBP (0x3175…),17941926.0,Gravita Debt Token,0.9810570652647916,0x15f74458aE0bFdAA1a96CA1aa779D715Cc1Eefe4,130588.56033539292,0x3596ed9e1a2e0a0bb542f9ac1c0254df935a90422a807f0f8a4bf8e23e1fee70,0xe9d0a8f5661fb62b074e87d9ea67e1b65ea9aabb2c4b3b7f287da00b20097f42,0.0180,nan,2308.831910339376,GRAI+FRAXBP (0x3175…)
128,,nan,CNC,,,,nan,51.0,2023-08-22,"4,874",9291.541915443511,ETH+CNC (0x838a…),17942032.0,Conic Finance Token,1.906408536943902,0x9aE380F0272E2162340a5bB646c354271c0F5cFC,348089.405490902,0x3596ed9e1a2e0a0bb542f9ac1c0254df935a90422a807f0f8a4bf8e23e1fee70,0xd025588e407aba9fb5f43ae419605afd05b94b1b4a47ec7d2a7ada5ddb5e5496,0.0267,nan,9111.179338330026,ETH+CNC (0x838a…)
198,,nan,MET,,,,nan,51.0,2023-08-22,"7,200",8026.750813525602,msETH+WETH (0xa4c5…),17945378.0,Metronome2,1.114826501878556,0x2Ebd53d035150f328bd754D6DC66B99B0eDB89aa,302014.5579575917,0x3596ed9e1a2e0a0bb542f9ac1c0254df935a90422a807f0f8a4bf8e23e1fee70,0xd2335aa27ac61274c9e8ae08f5d119ed5010fa822b96dd108ec98aa7376c0acb,0.0266,nan,7870.939703189979,msETH+WETH (0xa4c5…)
88,,nan,INV,,,,nan,51.0,2023-08-22,"2,304",77334.55566557284,DOLA+FRAXBP (0xE571…),17947838.0,Inverse DAO,33.565345340960434,0x41D5D79431A913C4aE7d69a668ecdfE5fF9DFB68,3128629.9924420654,0x3596ed9e1a2e0a0bb542f9ac1c0254df935a90422a807f0f8a4bf8e23e1fee70,0xfa308c1f01658d4c799cdd94e65c4ea74bd2a866264af54869e95972fd87a48a,0.0247,nan,75833.37750949248,DOLA+FRAXBP (0xE571…)
194,,nan,INV,,,,nan,51.0,2023-08-22,288,9666.819458196604,DOLA+crvUSD (0x8272…),17947838.0,Inverse DAO,33.565345340960434,0x41D5D79431A913C4aE7d69a668ecdfE5fF9DFB68,357339.18389373814,0x3596ed9e1a2e0a0bb542f9ac1c0254df935a90422a807f0f8a4bf8e23e1fee70,0xfa308c1f01658d4c799cdd94e65c4ea74bd2a866264af54869e95972fd87a48a,0.0271,nan,,DOLA+crvUSD (0x8272…)
185,,nan,INV,,,,nan,51.0,2023-08-22,288,9666.819458196604,USDC+WETH+INV (0x5426…),17947838.0,Inverse DAO,33.565345340960434,0x41D5D79431A913C4aE7d69a668ecdfE5fF9DFB68,356648.1413622952,0x3596ed9e1a2e0a0bb542f9ac1c0254df935a90422a807f0f8a4bf8e23e1fee70,0xfa308c1f01658d4c799cdd94e65c4ea74bd2a866264af54869e95972fd87a48a,0.0271,nan,,USDC+WETH+INV (0x5426…)
116,,nan,CVX,,,,nan,51.0,2023-08-22,"2,304",6633.123481995302,CVX+clevCVX (0xF907…),17952579.0,Convex Token,2.8789598446160167,0x4e3FBD56CD56c3e72c1403e103b45Db9da5B9D2B,254259.3080361384,0x3596ed9e1a2e0a0bb542f9ac1c0254df935a90422a807f0f8a4bf8e23e1fee70,0x9ee38f2b3bf20cf896541fdc0a8504b81e919ba5ee459e664cb559dbe30dd888,0.0261,nan,,CVX+clevCVX (0xF907…)
118,,nan,CVX,,,,nan,51.0,2023-08-22,850,2445.964283985768,ETH+CLEV (0x342D…),17952579.0,Convex Token,2.8789598446160167,0x4e3FBD56CD56c3e72c1403e103b45Db9da5B9D2B,93133.44126704147,0x3596ed9e1a2e0a0bb542f9ac1c0254df935a90422a807f0f8a4bf8e23e1fee70,0x9ee38f2b3bf20cf896541fdc0a8504b81e919ba5ee459e664cb559dbe30dd888,0.0263,nan,,ETH+CLEV (0x342D…)
29,,nan,SPELL,,,,nan,51.0,2023-08-22,"105,599,998",41706.25081544185,MIM+3Crv (0x5a6A…),17956421.0,Spell Token,0.0003949455641452,0x090185f2135308BaD17527004364eBcC2D37e5F6,1579919.8016860858,0x3596ed9e1a2e0a0bb542f9ac1c0254df935a90422a807f0f8a4bf8e23e1fee70,0xd6e79e66463957498a0c54dacfc39c98c19604a2f3c7482d471b882e63a8e3c4,0.0264,nan,40896.67077509228,MIM+3Crv (0x5a6A…)
77,,nan,FXS,,,,nan,51.0,2023-08-22,"42,541",259625.8837187324,FRAX+USDC (0xDcEF…),17958475.0,Frax Share,6.102893642498524,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,9988346.48537748,0x3596ed9e1a2e0a0bb542f9ac1c0254df935a90422a807f0f8a4bf8e23e1fee70,0x63859758b708696993ca44f76775acfeece4977dfc642ab993b7975b8cf72b89,0.0260,nan,254586.16115179812,FRAX+USDC (0xDcEF…)
83,,nan,FXS,,,,nan,51.0,2023-08-22,"2,087",12736.983147640118,alUSD+FRAXBP (0xB30d…),17958478.0,Frax Share,6.102893642498524,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,2768798.110635966,0x3596ed9e1a2e0a0bb542f9ac1c0254df935a90422a807f0f8a4bf8e23e1fee70,0xe721abe15065ad51c225193d4c51b8f7225e5f2dcfce29b533fe923628546ceb,0.0046,nan,,alUSD+FRAXBP (0xB30d…)
88,,nan,FXS,,,,nan,51.0,2023-08-22,"1,118",6825.476249770349,DOLA+FRAXBP (0xE571…),17958481.0,Frax Share,6.102893642498524,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,3128629.9924420654,0x3596ed9e1a2e0a0bb542f9ac1c0254df935a90422a807f0f8a4bf8e23e1fee70,0xe467e8e96215551398bf7ea2eea5bf77b97ef2315f0dd34f95dfe42aa9d68d5d,0.0022,nan,,DOLA+FRAXBP (0xE571…)
131,,nan,FXS,,,,nan,51.0,2023-08-22,667,4071.850638275015,eUSD+FRAXBP (0xAEda…),17958485.0,Frax Share,6.102893642498524,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,991250.94863671,0x3596ed9e1a2e0a0bb542f9ac1c0254df935a90422a807f0f8a4bf8e23e1fee70,0x1e57ce6a6ba7f3fe5eea914948a7487946582e2c6459b48f9d6fbf63ac605ebd,0.0041,nan,,eUSD+FRAXBP (0xAEda…)
176,,nan,FXS,,,,nan,51.0,2023-08-22,300,1833.7974816979563,ZUSD+FRAXBP (0x400d…),17958489.0,Frax Share,6.102893642498524,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,69955.10470304126,0x3596ed9e1a2e0a0bb542f9ac1c0254df935a90422a807f0f8a4bf8e23e1fee70,0x590d1e4535a666e4db7d4189e2e721f44d2b7609d128d85a8bbbc275c97a6893,0.0262,nan,,ZUSD+FRAXBP (0x400d…)
120,,nan,FXS,,,,nan,51.0,2023-08-22,230,1406.1066952316598,STG+FRAXBP (0x867f…),17958491.0,Frax Share,6.102893642498524,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,63078.289246289336,0x3596ed9e1a2e0a0bb542f9ac1c0254df935a90422a807f0f8a4bf8e23e1fee70,0xf1e8f890d92e634bba46da8142f246e6fd06eb8ceb6b3b95db15662b676ff832,0.0223,nan,,STG+FRAXBP (0x867f…)
119,,nan,FXS,,,,nan,51.0,2023-08-22,168,1025.286131939752,msUSD+FRAXBP (0xc3b1…),17958500.0,Frax Share,6.102893642498524,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,537406.8898051754,0x3596ed9e1a2e0a0bb542f9ac1c0254df935a90422a807f0f8a4bf8e23e1fee70,0x1d27a0d6ab4f214135a0dda540f2bc54f00cc858cc0117e71bcf4af1699f072f,0.0019,nan,,msUSD+FRAXBP (0xc3b1…)
92,,nan,FXS,,,,nan,51.0,2023-08-22,135,826.0876834486002,cvxFXS+FRAXBP (0x21d1…),17958503.0,Frax Share,6.102893642498524,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,154548.82864726672,0x3596ed9e1a2e0a0bb542f9ac1c0254df935a90422a807f0f8a4bf8e23e1fee70,0x381912ac5e0cd2d832e6e11a25b6919ebd9a5fd8a8d4be69dc1a9f3038d0726a,0.0053,nan,,cvxFXS+FRAXBP (0x21d1…)
117,,nan,FXS,,,,nan,51.0,2023-08-22,112,685.4770139254342,clevUSD+FRAXBP (0x84C3…),17958507.0,Frax Share,6.102893642498524,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,43026.4629973644,0x3596ed9e1a2e0a0bb542f9ac1c0254df935a90422a807f0f8a4bf8e23e1fee70,0x28886f81b4cf629e5f749361f1c83459ce4b03830586c662810af08360b98570,0.0159,nan,,clevUSD+FRAXBP (0x84C3…)
150,,nan,FXS,,,,nan,51.0,2023-08-22,111,679.6182360286356,COIL+FRAXBP (0xAF42…),17958517.0,Frax Share,6.102893642498524,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,42862.32087161854,0x3596ed9e1a2e0a0bb542f9ac1c0254df935a90422a807f0f8a4bf8e23e1fee70,0x7af8af1a6286d39f1b6b1afa1a64e4f9e4a7ee2afbcf909461c8a3215b2b410d,0.0159,nan,,COIL+FRAXBP (0xAF42…)
91,,nan,FXS,,,,nan,51.0,2023-08-22,84,509.7136770214767,cvxCRV+FRAXBP (0x31c3…),17958522.0,Frax Share,6.102893642498524,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,299135.699896746,0x3596ed9e1a2e0a0bb542f9ac1c0254df935a90422a807f0f8a4bf8e23e1fee70,0x540d5c1c07d1b96de7251396ca8fc3d4dd4009badd9578a7d3d67ea68de4fe05,0.0017,nan,,cvxCRV+FRAXBP (0x31c3…)
104,,nan,FXS,,,,nan,51.0,2023-08-22,77,468.7022317438866,SDT+FRAXBP (0x3e3C…),17958525.0,Frax Share,6.102893642498524,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,83178.54541924421,0x3596ed9e1a2e0a0bb542f9ac1c0254df935a90422a807f0f8a4bf8e23e1fee70,0x2ff37695fee8123ddba127bc265d5c38c0d8720f046bedc0559570173192f0d5,0.0056,nan,,SDT+FRAXBP (0x3e3C…)
90,,nan,FXS,,,,nan,51.0,2023-08-22,60,369.1030074983107,CVX+FRAXBP (0xBEc5…),17958530.0,Frax Share,6.102893642498524,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,287955.8403374221,0x3596ed9e1a2e0a0bb542f9ac1c0254df935a90422a807f0f8a4bf8e23e1fee70,0x7300cb71f92c217799172925d6fab42d5e28f2d36bc0fb8a6ea679a854752170,0.0013,nan,,CVX+FRAXBP (0xBEc5…)
85,,nan,FXS,,,,nan,51.0,2023-08-22,21,128.89311372956882,TUSD+FRAXBP (0x33ba…),17958533.0,Frax Share,6.102893642498524,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,4478.979307643787,0x3596ed9e1a2e0a0bb542f9ac1c0254df935a90422a807f0f8a4bf8e23e1fee70,0x8cfd1f6998e2b9c499a9bb18ede0aa7787ced956dcbc99436209576a5861e509,0.0288,nan,,TUSD+FRAXBP (0x33ba…)
66,,nan,FXS,,,,nan,51.0,2023-08-22,"4,723",28825.187252249027,FRAX+FPI (0xf861…),17958539.0,Frax Share,6.102893642498524,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,1100519.543829996,0x3596ed9e1a2e0a0bb542f9ac1c0254df935a90422a807f0f8a4bf8e23e1fee70,0xfc212a6a55ac8902f312724276ba31a8b7a9994ae3d97e872ddff5d8376e7a8a,0.0262,nan,,FRAX+FPI (0xf861…)
170,,nan,FXS,,,,nan,51.0,2023-08-22,"1,161",7083.262477229486,FRAX+crvUSD (0x0CD6…),17958544.0,Frax Share,6.102893642498524,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,268788.9295217509,0x3596ed9e1a2e0a0bb542f9ac1c0254df935a90422a807f0f8a4bf8e23e1fee70,0xd5e44323de44ce0a3e7668fb2af77c3d68a5b6f7da839b8cd2b272c01ec8ec12,0.0264,nan,,FRAX+crvUSD (0x0CD6…)
138,,nan,FXS,,,,nan,51.0,2023-08-22,"9,904",60445.01156127098,FRAX+USDP (0xaE34…),17958548.0,Frax Share,6.102893642498524,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,2356180.908514617,0x3596ed9e1a2e0a0bb542f9ac1c0254df935a90422a807f0f8a4bf8e23e1fee70,0xd4df251927bf4a6f55d7f52cb190bf512db765ce1d000bb21fb8f1a2ea528d12,0.0257,nan,,FRAX+USDP (0xaE34…)
101,,nan,FXS,,,,nan,51.0,2023-08-22,"7,314",44638.0287957084,ETH+frxETH (0xa1F8…),17959370.0,Frax Share,6.102893642498524,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,5045413.053108823,0x3596ed9e1a2e0a0bb542f9ac1c0254df935a90422a807f0f8a4bf8e23e1fee70,0xd50dd8fcdb08ce1ef3b2c1a1f02f1e5740601cbfd63dd5df8550dd52ebe4d14a,0.0088,nan,,ETH+frxETH (0xa1F8…)
101,,nan,FXS,,,,nan,51.0,2023-08-22,"6,489",39599.479804461625,ETH+frxETH (0xa1F8…),17960976.0,Frax Share,6.102893642498524,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,5045413.053108823,0x3596ed9e1a2e0a0bb542f9ac1c0254df935a90422a807f0f8a4bf8e23e1fee70,0x8f36ca1e832c189fad7c47ece92a00c8505f0b2b290544ced8205b250c37dc60,0.0078,nan,,ETH+frxETH (0xa1F8…)
141,,nan,FXS,,,,nan,51.0,2023-08-22,584,3562.136961253538,stETH+frxETH (0x4d9f…),17959375.0,Frax Share,6.102893642498524,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,137563.1542681197,0x3596ed9e1a2e0a0bb542f9ac1c0254df935a90422a807f0f8a4bf8e23e1fee70,0xee1c3ffdcf6f4a6f609edc3c75fbe496dd8e6fb7124279658b0d26e54cf8c1ee,0.0259,nan,,stETH+frxETH (0x4d9f…)
148,,nan,FXS,,,,nan,51.0,2023-08-22,609,3714.465186570301,frxETH+CVX (0x47D5…),17959383.0,Frax Share,6.102893642498524,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,1531226.0033869045,0x3596ed9e1a2e0a0bb542f9ac1c0254df935a90422a807f0f8a4bf8e23e1fee70,0xdf781155b7323209c55af501fb1c23b6064ab154a79166980b6dcd95ccf59fac,0.0024,nan,,frxETH+CVX (0x47D5…)
142,,nan,FXS,,,,nan,51.0,2023-08-22,114,697.1945697190314,sETH+frxETH (0x663a…),17959387.0,Frax Share,6.102893642498524,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,53891.935990868806,0x3596ed9e1a2e0a0bb542f9ac1c0254df935a90422a807f0f8a4bf8e23e1fee70,0x8fd420a6e95a73c4a5ff33fa19e351089adeab4cc26a4711abf7460f3a4e8887,0.0129,nan,,sETH+frxETH (0x663a…)
145,,nan,FXS,,,,nan,51.0,2023-08-22,168,1025.286131939752,rETH+frxETH (0xe7c6…),17959391.0,Frax Share,6.102893642498524,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,59976.00332940941,0x3596ed9e1a2e0a0bb542f9ac1c0254df935a90422a807f0f8a4bf8e23e1fee70,0x5bf335c75ff523c4d0a96a3d67981daa757a4f1fe9a0a54e153267882a2b708e,0.0171,nan,,rETH+frxETH (0xe7c6…)
146,,nan,FXS,,,,nan,51.0,2023-08-22,138,843.664017138996,cbETH+frxETH (0x7306…),17959401.0,Frax Share,6.102893642498524,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,46211.65123589018,0x3596ed9e1a2e0a0bb542f9ac1c0254df935a90422a807f0f8a4bf8e23e1fee70,0xa3642cf8dfbd6d3402353fed90c108ee53ddc51e2f44dcd1968b43e9ae0a4154,0.0183,nan,,cbETH+frxETH (0x7306…)
144,,nan,FXS,,,,nan,51.0,2023-08-22,76,462.843453847088,ankrETH+frxETH (0x41eA…),17959405.0,Frax Share,6.102893642498524,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,53889.935990868806,0x3596ed9e1a2e0a0bb542f9ac1c0254df935a90422a807f0f8a4bf8e23e1fee70,0x4574d0cd11db9114a1ba4e3aa8cfa92a0fa4a00040190546dba5b300d0e36f24,0.0086,nan,,ankrETH+frxETH (0x41eA…)
139,,nan,FXS,,,,nan,51.0,2023-08-22,54,328.0915622207206,msETH+frxETH (0x2d60…),17959409.0,Frax Share,6.102893642498524,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,174541.68663256444,0x3596ed9e1a2e0a0bb542f9ac1c0254df935a90422a807f0f8a4bf8e23e1fee70,0x5601c6baa8c96e19f3fad631c2874d958b3876df2bbee0687fd7a69838bbbb29,0.0019,nan,,msETH+frxETH (0x2d60…)
26,,nan,ALCX,,,,nan,51.0,2023-08-22,576,6350.195749019877,alUSD+3Crv (0x43b4…),17960445.0,Alchemix,11.024645397603951,0xdBdb4d16EdA451D0503b854CF79D55697F90c8DF,231060.35768879837,0x3596ed9e1a2e0a0bb542f9ac1c0254df935a90422a807f0f8a4bf8e23e1fee70,0x8f53a2ae555b32f0a85919e56146e3db326aef78c30d2da4a0432673d8d79a00,0.0275,nan,6226.929053255997,alUSD+3Crv (0x43b4…)
83,,nan,ALCX,,,,nan,51.0,2023-08-22,"5,760",63501.957490198765,alUSD+FRAXBP (0xB30d…),17960445.0,Alchemix,11.024645397603951,0xdBdb4d16EdA451D0503b854CF79D55697F90c8DF,2768798.110635966,0x3596ed9e1a2e0a0bb542f9ac1c0254df935a90422a807f0f8a4bf8e23e1fee70,0x8f53a2ae555b32f0a85919e56146e3db326aef78c30d2da4a0432673d8d79a00,0.0229,nan,,alUSD+FRAXBP (0xB30d…)
101,,nan,CRV,,,,nan,51.0,2023-08-22,"105,129",50308.54588586685,ETH+frxETH (0xa1F8…),17960976.0,Curve DAO Token,0.4785427252351675,0xD533a949740bb3306d119CC777fa900bA034cd52,5045413.053108823,0x3596ed9e1a2e0a0bb542f9ac1c0254df935a90422a807f0f8a4bf8e23e1fee70,0x8f36ca1e832c189fad7c47ece92a00c8505f0b2b290544ced8205b250c37dc60,0.0100,nan,49331.98256953231,ETH+frxETH (0xa1F8…)
101,,nan,CVX,,,,nan,51.0,2023-08-22,"1,367",3935.65326598388,ETH+frxETH (0xa1F8…),17960976.0,Convex Token,2.8789598446160167,0x4e3FBD56CD56c3e72c1403e103b45Db9da5B9D2B,5045413.053108823,0x3596ed9e1a2e0a0bb542f9ac1c0254df935a90422a807f0f8a4bf8e23e1fee70,0x8f36ca1e832c189fad7c47ece92a00c8505f0b2b290544ced8205b250c37dc60,0.0008,nan,,ETH+frxETH (0xa1F8…)
104,,nan,sdFXS,,,,nan,51.0,2023-08-22,288,1757.633369039575,SDT+FRAXBP (0x3e3C…),17961669.0,Stake DAO FXS,6.102893642498524,0x402F878BDd1f5C66FdAF0fabaBcF74741B68ac36,83178.54541924421,0x3596ed9e1a2e0a0bb542f9ac1c0254df935a90422a807f0f8a4bf8e23e1fee70,0x9580a81a2d417bea36451b45d9f8dc79639d53e5e43de97e8d967302a43fed4c,0.0211,nan,1723.515104606658,SDT+FRAXBP (0x3e3C…)
