timestamp,chain,token_id,symbol,price
1631768400.0,ethereum,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,BTC,48412.25767166429
1632978000.0,ethereum,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,BTC,43572.46729493109
1634187600.0,ethereum,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,BTC,58212.76594066776
1635397200.0,ethereum,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,BTC,58957.68905456668
1636610400.0,ethereum,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,BTC,65004.50333661189
1637820000.0,ethereum,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,BTC,57191.25974829515
1639029600.0,ethereum,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,BTC,49779.26025632073
1640239200.0,ethereum,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,BTC,48445.0
1641448800.0,ethereum,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,BTC,43149.21517258676
1642658400.0,ethereum,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,BTC,41917.84367580478
1643868000.0,ethereum,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,BTC,37040.1282706595
1645077600.0,ethereum,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,BTC,43620.7539101867
1646287200.0,ethereum,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,BTC,43454.87773310676
1647493200.0,ethereum,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,BTC,41176.693760859824
1648702800.0,ethereum,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,BTC,47026.31623880228
1649912400.0,ethereum,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,BTC,41330.57700680184
1651122000.0,ethereum,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,BTC,39316.39556733144
1652331600.0,ethereum,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,BTC,27504.655247755447
1653541200.0,ethereum,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,BTC,29727.42359754247
1654750800.0,ethereum,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,BTC,30289.22469047153
1655960400.0,ethereum,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,BTC,20387.34169970037
1657170000.0,ethereum,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,BTC,20418.216795288936
1658379600.0,ethereum,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,BTC,22918.897738991323
1659589200.0,ethereum,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,BTC,23148.790208098708
1660798800.0,ethereum,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,BTC,23370.975318698387
1662008400.0,ethereum,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,BTC,20088.989224346496
1663218000.0,ethereum,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,BTC,20081.9240229318
1664427600.0,ethereum,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,BTC,19557.37360084857
1665637200.0,ethereum,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,BTC,19077.883855929773
1666846800.0,ethereum,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,BTC,20851.0
1668060000.0,ethereum,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,BTC,16719.282065764583
1669269600.0,ethereum,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,BTC,16618.7370067906
1670479200.0,ethereum,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,BTC,16747.618303407875
1671688800.0,ethereum,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,BTC,16813.640165892655
1672898400.0,ethereum,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,BTC,16836.57077409772
1674108000.0,ethereum,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,BTC,20792.0
1675317600.0,ethereum,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,BTC,23822.0
1676527200.0,ethereum,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,BTC,24643.10080296144
1677736800.0,ethereum,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,BTC,23487.0
1678942800.0,ethereum,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,BTC,24441.0
1680152400.0,ethereum,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,BTC,28646.018580392585
1681362000.0,ethereum,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,BTC,30063.0
1682571600.0,ethereum,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,BTC,29039.0
1683781200.0,ethereum,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,BTC,27498.0
1684990800.0,ethereum,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,BTC,26227.0
1686200400.0,ethereum,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,BTC,26422.0
1687410000.0,ethereum,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,BTC,30282.0
1688619600.0,ethereum,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,BTC,30500.0
1689829200.0,ethereum,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,BTC,29989.0
1691038800.0,ethereum,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,BTC,29085.0
1692248400.0,ethereum,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,BTC,28588.565952652425
1693458000.0,ethereum,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,BTC,27277.0
1694667600.0,ethereum,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,BTC,26200.89609500312
1695877200.0,ethereum,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,BTC,26406.0
1697086800.0,ethereum,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,BTC,26840.0
1698296400.0,ethereum,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,BTC,34721.0
1699509600.0,ethereum,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,BTC,36616.0
1700719200.0,ethereum,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,BTC,37338.0
1701928800.0,ethereum,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,BTC,43904.0
1631768400.0,ethereum,0x0000000000000000000000000000000000000000,ETH,3655.0403495827695
1632978000.0,ethereum,0x0000000000000000000000000000000000000000,ETH,3027.3718489273715
1634187600.0,ethereum,0x0000000000000000000000000000000000000000,ETH,3655.2339692330206
1635397200.0,ethereum,0x0000000000000000000000000000000000000000,ETH,3995.278162515839
1636610400.0,ethereum,0x0000000000000000000000000000000000000000,ETH,4662.859260200846
1637820000.0,ethereum,0x0000000000000000000000000000000000000000,ETH,4281.299054138131
1639029600.0,ethereum,0x0000000000000000000000000000000000000000,ETH,4391.518795833521
1640239200.0,ethereum,0x0000000000000000000000000000000000000000,ETH,3963.9954612560846
1641448800.0,ethereum,0x0000000000000000000000000000000000000000,ETH,3467.8724981719142
1642658400.0,ethereum,0x0000000000000000000000000000000000000000,ETH,3127.44948546355
1643868000.0,ethereum,0x0000000000000000000000000000000000000000,ETH,2664.38018477279
1645077600.0,ethereum,0x0000000000000000000000000000000000000000,ETH,3070.5780279658675
1646287200.0,ethereum,0x0000000000000000000000000000000000000000,ETH,2903.991641907526
1647493200.0,ethereum,0x0000000000000000000000000000000000000000,ETH,2767.305317190986
1648702800.0,ethereum,0x0000000000000000000000000000000000000000,ETH,3390.812075215309
1649912400.0,ethereum,0x0000000000000000000000000000000000000000,ETH,3113.433966070272
